Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
11,26,0.6754,219.5,1.755e+04,0.01232,1.00000,"ACTR2 ACTR3 ARPC2 ARPC3 ARPC4 CCDC93 COMMD10 COMMD2 COMMD3 COMMD4 COMMD5 COMMD6 COMMD7 COMMD8 COMMD9 LZIC RAB21 RAB7A SNX17 VPS26C VPS29 VPS35 VPS35L WASHC3 WASHC4 WASHC5"
12,149,0.1369,1510,1.161e+05,0.01280,1.00000,"AAED1 ABCA1 ABCA2 ACTL7A AK1 AK8 AKAP2 ALDH1A1 AMBP APBA1 ARRDC1 ASB6 BARHL1 C5 C9orf16 C9orf3 C9orf43 C9orf47 C9orf50 C9orf84 CACFD1 CARD9 CCDC183 CDK20 CEL CEP78 CERCAM CHRNB4 CHRND CIZ1 CKS2 CLIC3 DBH DNM1 DPH7 DPP7 ECPAS ENTPD2 ENTR1 EPB41L4B FAM129B FAM189A2 FAM206A FAM69B FAM78A FBP1 FBP2 FBXW5 FCN1 FCN2 FGD3 FKBP15 FOXB2 FRRS1L GBGT1 GLT6D1 GNA14 GOLGA2 GPR35 GSN HSD17B3 HSDL2 KIF12 KIF27 LAMC3 LCN1 LCN10 LCN12 LCN15 LCN6 LCN8 LCNL1 LHX3 MUSK MYMK NIPSNAP3A NIPSNAP3B NPDC1 NTMT1 NTNG2 NUTM2F NUTM2G OR13C3 OR13C4 OR13C8 OR13C9 OR13D1 OR1J1 OR1J2 OR1J4 OR1K1 OR1L1 OR1L8 OR1N1 OR1N2 OR1Q1 OR2K2 ORM2 PALM2 PGM5 PHPT1 PIP5KL1 PKN3 PLPP7 PLPPR1 PRKACG PTBP3 PTGES2 PTGR1 RABEPK RALGAPA1 RALGPS1 RNF224 ROR2 SARDH SH2D3C SPACA9 ST6GALNAC4 ST6GALNAC6 STKLD1 STPG3 STRBP SVEP1 TBC1D13 TMEFF1 TMEM141 TMOD1 TOR1A TOR1B TRPM3 TRPM6 TUBB4B TXNDC8 UAP1L1 UCK1 USP20 WDR38 WHRN ZBTB43 ZBTB6 ZDHHC12 ZFP37 ZNF169 ZNF189 ZNF483 ZNF484 ZNF510 ZNF782 ZNF79"
13,23,0.4391,111.1,1.500e+04,0.007329,1.00000,"AAGAB AGFG1 ANKH AP2A1 AP2A2 AP2B1 AP2M1 AP2S1 C10orf88 CCDC32 CLTC DNM2 FCHO2 ITSN2 PICALM PPP6C RAB5C RALGAPB SH3GL1 SLC11A2 STEAP3 TFRC WDR7"
14,66,0.1911,409.9,4.583e+04,0.008838,1.00000,"ABCE1 ALG11 ATP6V1E1 ATXN10 CDC45 COPB2 CRK CSE1L DGCR8 EIF2S1 EIF3D ESS2 ETF1 GNB1L HSCB ISY1 MCM5 MTBP NARS NBEAL1 NEDD8 NOL12 NUTF2 PES1 PI4KA PPIL2 PSMA1 PSMA2 PSMA3 PSMA4 PSMA5 PSMA6 PSMB3 PUF60 RANGAP1 RBX1 RPL14 RPL17 RPL18 RPL18A RPL19 RPL3 RPS17 RPS19BP1 RRP7A RTCB SAMM50 SARS SERHL2 SF3A1 SMU1 SNRNP200 SNRPD1 SNU13 SRP54 TFIP11 THOC5 TOMM22 TUBGCP6 UBL5 UFD1 VCP XAB2 XRCC6 YARS ZMAT5"
15,159,0.1895,2381,1.220e+05,0.01909,1.00000,"ABCC1 ABCC6 ACSM1 ACSM2A ACSM2B ACSM3 ACSM5 AHSP ANKS3 ANKS4B APOBR ARL6IP1 ATP2A1 BCKDK BCL7C BFAR BICDL2 C16orf45 C16orf54 C16orf89 C16orf90 C16orf92 CA5A CASKIN1 CCDC189 CDIP1 CHP2 CLDN6 CLDN9 CLN3 CLUAP1 CORO7 COX6A2 CTF1 DCTPP1 DEXI DNAH3 DNASE1 DOC2A DUSP22 EEF2K ENPP7 FAM57B GDPD3 GLIS2 GPRC5B GRIN2A GSG1L HAGH HBZ HCFC1R1 HIRIP3 HMOX2 HS3ST2 HS3ST4 HSD3B7 IGSF6 IL21R IL27 IL32 IQCK ITGAD ITGAL ITGAM ITGAX KIAA2013 KREMEN2 LAT MARF1 METTL22 METTL9 MMP25 MPV17L MYH11 MYLPF NFATC2IP NMRAL1 NOMO1 NOMO2 NOXO1 NPIPA5 NPIPB6 NTAN1 OR1F1 OR2C1 ORAI3 OTOA PAQR4 PDILT PDXDC1 PDZD9 PHKG2 PKD1 PLA2G10 PRM2 PRR14 PRSS21 PRSS27 PRSS33 PRSS36 PRSS8 PYCARD PYDC1 QPRT RABEP2 SBK1 SCNN1B SCNN1G SEPT1 SEPT12 SH2B1 SLC5A2 SMG1 SMIM22 SNX29 SPN STX1B SULT1A1 SULT1A2 SYT17 TAOK2 TBC1D24 TBX6 THOC6 THUMPD1 TIGD7 TMC5 TMC7 TMEM159 TMEM219 TNFRSF12A TNFRSF17 TNP2 TPSAB1 TPSG1 TXNDC11 USP31 VKORC1 XPO6 XYLT1 YPEL1 YPEL3 ZG16 ZKSCAN2 ZNF174 ZNF213 ZNF263 ZNF48 ZNF500 ZNF688 ZNF689 ZNF747 ZNF75A ZNF764 ZNF768 ZNF771 ZNF785 ZNF843 ZSCAN10"
16,233,0.1468,3969,1.805e+05,0.02146,1.00000,"AANAT AARSD1 ABCA8 ABHD15 ACE ACSF2 ADAM11 ADAP2 AFMID ALDOC AOC2 AOC3 ARL5C BCAS3 C17orf47 C17orf50 C17orf58 C17orf67 C17orf75 C17orf78 CACNB1 CACNG1 CACNG4 CALCOCO2 CCL1 CCL11 CCL13 CCL14 CCL2 CCL4 CCL5 CCL7 CCL8 CCR7 CD300C CD300LD CD300LF CDK3 CFAP97D1 CISD3 CNTNAP1 CORO6 CRHR1 CRYBA1 CSF3 CSH2 CSHL1 CYB561 DCAKD DDX58 DHRS11 DHX40 DNAI2 EFCAB3 EFCAB5 EPOP EPX EVI2A FBF1 FKBP10 FMNL1 FNDC8 FOXN1 G6PC GALK1 GAS2L2 GAST GDPD1 GH2 GPR142 GRN GSDMA GSDMB HAP1 HEATR9 HEXIM2 HOXB5 HOXB6 HOXB7 HOXB8 HOXB9 HSD17B1 HSPB9 IFI35 KCNJ2 KCTD2 KLHL10 KLHL11 KRT10 KRT12 KRT13 KRT14 KRT15 KRT16 KRT19 KRT20 KRT222 KRT23 KRT24 KRT25 KRT26 KRT27 KRT28 KRT31 KRT32 KRT33A KRT33B KRT34 KRT35 KRT36 KRT37 KRT39 KRT40 KRT9 KRTAP1-1 KRTAP1-3 KRTAP1-4 KRTAP1-5 KRTAP3-1 KRTAP3-2 KRTAP3-3 KRTAP4-11 KRTAP4-2 KRTAP4-3 KRTAP4-4 KRTAP4-6 KRTAP4-8 KRTAP4-9 KRTAP9-1 KRTAP9-3 KRTAP9-8 KRTAP9-9 LASP1 LGALS3BP LGALS9 LGALS9B LIMD2 LPO LRRC37A3 LRRC37B LRRC3C LRRC46 LYRM9 MAPT MCRIP1 MEIOC METTL23 METTL2B MIF4GD MKS1 MMP28 MPO MRC2 MRM1 MTMR4 MYCBPAP MYO18A MYO19 NEBL NKIRAS2 NME1 NME2 NOS2 NPEPPS NT5C OR4D1 OR4D2 OSBPL7 OTOP2 P3H4 PIGS PIGW PIPOX PLEKHM1 PNPO PPP1R1B PRAC1 PRCD PROCA1 PRR15L PRR29 PTGES3L RAB11FIP4 RASL10B RDM1 RHBDF2 RND2 RNFT1 RSAD1 SAMD14 SCPEP1 SCRN2 SEBOX SEPT4 SEPT9 SEZ6 SGCA SLC13A2 SLFN12 SLFN12L SLFN13 SLFN14 SLFN5 SPAG5 SPAG9 SPHK1 SRCIN1 SSTR2 STAT5A STH STRADA TBKBP1 TBX21 TEX2 TIAF1 TLCD1 TMEM132E TMEM235 TMEM97 TMSB10 TMUB2 TP53I13 TSPOAP1 TUBG2 TWF1 UBE2O UNC119 VAT1 VTN WNT3 WNT9B ZACN ZPBP2"
17,32,0.2007,99.56,2.057e+04,0.004801,1.00000,"AAR2 ARMC5 BRAT1 C7orf26 CCS CD2BP2 CMTR1 DDX23 EAF1 GEMIN4 GEMIN6 ICE2 INTS10 INTS13 INTS14 INTS9 NCDN NUP88 PHAX PPP2CA SNAPC1 SNAPC2 SNAPC3 SNAPC5 SNRPA1 SNRPB2 SNUPN TGS1 TOE1 TTI2 USPL1 WDR73"
18,153,0.1485,1727,1.235e+05,0.01375,1.00000,"AARD ADCY8 ANKRD46 ARHGAP39 BAALC BHLHE22 C8orf34 C8orf44 C8orf76 C8orf82 CA1 CA13 CA2 CA3 CA8 CEBPD CHCHD7 CHMP4C CLVS1 CNGB3 COL14A1 COL22A1 COLEC10 CPA6 CPNE3 CRH CSMD3 CTGF CTHRC1 CYP7A1 CYP7B1 DCDC2 DECR1 DENND3 DGAT1 DPYS DSTN EFCAB1 ENPP2 EPB41L5 ESRP1 FABP12 FABP4 FAM135B FAM83A FAM84B FBXO32 FBXO43 FER1L6 FOXH1 GDAP1 GGH GLI4 GNPNAT1 GSDMC GSDMD H2AFY2 HEY1 HNF4G HSD17B4 KCNB2 KCNQ3 KCNS2 KCNV1 KLHL38 LACTB2 LRRCC1 LY6E LYN LYPD2 LYPLA1 MAPK15 MATN2 MCMDC2 MMP16 MOS MROH6 MTFR1 MTSS1 NAPRT NCALD NECAB1 NEIL2 NETO2 NIPAL2 NOV NPBWR1 NSMAF NTAN1 ODF1 OPRK1 PDE7A PDP1 PENK PKIA PLEC PLXNC1 PMP2 PPDPFL PRDM14 PRSS55 PSCA RAD54B RALYL RGS22 RHPN1 RIPK2 RNF139 RRM2B SGK3 SLC22A4 SLC26A7 SLC30A8 SLC45A4 SLC7A13 SLURP1 SNTB1 SNTG1 SNX16 SPG7 SPIDR STMN2 SULF1 SYBU TG TMEM65 TMEM67 TMEM69 TMEM74 TNFRSF11B TOX TRAM1 TRAPPC9 TRHR TRIM55 TRMT12 TRPA1 TSNARE1 TTPA UBE2W WDYHV1 WISP1 XKR9 ZFAND1 ZFHX4 ZFP41 ZHX2 ZNF16 ZNF250 ZNF572 ZNF623 ZNF696 ZNF707"
19,32,0.2998,148.7,2.257e+04,0.006528,1.00000,"AARS ATP6V0D1 CDT1 CENPT CFDP1 CIAO2B CIAPIN1 COG4 COG8 DDX19A DDX19B DDX28 EXOSC6 GINS2 GINS3 HSPE1 KARS MPHOSPH6 NIP7 NOB1 NUP93 NUTF2 ORC6 PSMD7 RPL13 SF3B3 SLC7A6OS TANGO6 TXNL4B UTP4 VPS4B ZC3H18"
20,111,0.2316,1414,8.600e+04,0.01614,1.00000,"ADAMTS1 B3GALT5 BTG3 C21orf2 C21orf58 C21orf91 CBR1 CBR3 CBS CHODL CLDN14 CLDN17 CLDN8 COL6A1 COL6A2 CRYZL1 DNAJC28 DOPEY2 DSCAM ERG FAM243A FTCD GRIK1 HSPA13 HUNK IFNAR2 IFNGR2 IL10RB ITGB2 ITSN1 JAM2 KCNE2 KCNJ6 KRTAP10-1 KRTAP10-10 KRTAP10-11 KRTAP10-2 KRTAP10-3 KRTAP10-5 KRTAP10-6 KRTAP10-8 KRTAP10-9 KRTAP11-1 KRTAP12-1 KRTAP12-2 KRTAP12-3 KRTAP12-4 KRTAP13-1 KRTAP13-2 KRTAP13-3 KRTAP13-4 KRTAP15-1 KRTAP19-1 KRTAP19-2 KRTAP19-3 KRTAP19-4 KRTAP19-5 KRTAP19-6 KRTAP19-7 KRTAP19-8 KRTAP20-1 KRTAP20-2 KRTAP21-1 KRTAP21-2 KRTAP22-1 KRTAP23-1 KRTAP24-1 KRTAP27-1 KRTAP6-1 KRTAP6-2 KRTAP8-1 LCA5L LIPI LTN1 MAP3K7CL MCM3AP MORC3 MRAP MX2 NDUFV3 OLIG1 OLIG2 OR4K15 PCBP3 PDE9A PDXK POFUT2 RCAN1 RIMKLB RIPK4 RIPPLY3 RRP1B RSPH1 RUNX1 SIM2 SLC19A1 SLC37A1 SLC6A6 SON SYNJ1 TCP10L TFF1 TFF3 TIAM1 TMEM50B TMPRSS15 TMPRSS2 TMPRSS3 TRAPPC10 TRPM2 UBASH3A"
21,49,0.3287,386.6,2.876e+04,0.01322,1.00000,"ADSL ADSS AHCY AMD1 ATIC CAD COASY CTPS1 DHFR DHFR2 DHODH DTYMK FH FPGS GART GCLC GMPS GNPNAT1 IMPDH2 IPPK MPI MTHFD1 MTR NAMPT NMNAT1 PAICS PFAS PGD PGM3 PPAT PPCDC PPCS RFK RPE RPIA SDHA SDHB SDHC SLC4A7 SLC7A5 TFRC TKT TPK1 TRPM7 TYMS UGP2 UMPS UXS1 YRDC"
