id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
BCAT2	12	0.81661	0.97054	1.0	347	1	0.36197	0.00016214	0.0018675	0.019151	49	11	0.36197
PEX6	12	0.99712	0.99951	1.0	474	0	0.50621	0.00017588	0.0022241	0.021589	50	11	0.50621
ZNF236	9	0.9998	0.99999	1.0	492	0	0.35738	0.00019953	0.0013523	0.015048	51	9	0.35738
PDCD10	12	0.86519	0.97838	1.0	374	1	0.59511	0.00020897	0.002234	0.021589	52	9	0.59511
NR1H3	12	0.79569	0.96519	1.0	335	1	0.53698	0.00024608	0.0022836	0.021589	53	10	0.53698
ZC3H4	12	0.73791	0.95201	1.0	321	1	0.4898	0.00026566	0.0022935	0.021589	54	10	0.4898
GTF3A	12	0.99716	0.99954	1.0	475	0	0.30006	0.00030209	0.0023529	0.021589	55	11	0.30006
MTF1	12	0.99992	1.0	1.0	499	0	0.44634	0.00031475	0.0023529	0.021589	56	11	0.44634
EIF3G	9	0.9975	0.99967	1.0	476	0	0.50432	0.00032991	0.0017882	0.019151	57	8	0.50432
MCM3	12	0.91446	0.98202	1.0	394	1	0.55128	0.00054076	0.0040371	0.035786	58	9	0.55128
SMAD7	12	0.90928	0.98124	1.0	391	1	0.30305	0.00054518	0.0040371	0.035786	59	10	0.30305
UBA2	12	0.95941	0.98899	1.0	424	1	0.57375	0.00085	0.0045721	0.038284	60	9	0.57375
SIX5	12	0.89035	0.98062	1.0	384	1	0.31596	0.00090234	0.0046018	0.038284	61	10	0.31596
ACAD11	12	0.0015087	0.052462	0.548756	50	5	-0.11903	0.00094166	0.0046117	0.038284	62	2	-0.11903
TEN1	12	0.95113	0.98844	1.0	412	1	0.39378	0.00095272	0.0046117	0.038284	63	10	0.39378
WDHD1	12	0.90011	0.98123	1.0	387	1	0.48713	0.0010895	0.0048594	0.039259	64	8	0.48713
MYBBP1A	12	0.98019	0.99296	1.0	448	0	0.48561	0.0011366	0.0048792	0.039259	65	10	0.48561
FRY	12	0.53774	0.8978	1.0	251	2	0.29279	0.0011975	0.0050773	0.039865	66	8	0.29279
SNAI3-AS1	12	0.93487	0.98516	1.0	405	1	0.25042	0.0013122	0.005107	0.039865	67	10	0.25042
ITIH1	12	0.53617	0.8978	1.0	250	2	0.39547	0.0015139	0.0052259	0.040194	68	10	0.39547
GMPPB	12	0.96295	0.98946	1.0	428	1	0.45462	0.0017143	0.0085349	0.063768	69	8	0.45462
TAF2	9	0.88312	0.96097	1.0	381	1	0.45315	0.0019994	0.0071875	0.054479	70	8	0.45315
NSA2	12	0.98848	0.99732	1.0	455	0	0.41449	0.0020697	0.012914	0.087539	71	10	0.41449
IGF2R	12	0.99973	0.99999	1.0	489	0	0.39103	0.0021097	0.013003	0.087539	72	9	0.39103
RPUSD4	12	0.99985	1.0	1.0	495	0	0.40506	0.0021224	0.013003	0.087539	73	9	0.40506
ZNF219	12	0.79766	0.9652	1.0	338	1	0.39572	0.0021654	0.013013	0.087539	74	10	0.39572
RTEL1	9	0.98842	0.99661	1.0	454	0	0.48511	0.0027019	0.010447	0.076954	75	8	0.48511
GRB2	12	0.919	0.98316	1.0	398	1	0.39582	0.0029185	0.013518	0.087539	76	10	0.39582
ZFP69	12	0.69493	0.94312	1.0	305	2	0.42127	0.0030211	0.013528	0.087539	77	10	0.42127
MCM5	12	0.98404	0.99546	1.0	450	0	0.58829	0.0031038	0.013548	0.087539	78	10	0.58829
IRF9	12	0.00094166	0.033144	0.37683	45	1	0.33154	0.0032136	0.013548	0.087539	79	10	0.33154
WDR18	12	0.99936	0.99991	1.0	488	0	0.34739	0.0033364	0.013558	0.087539	80	10	0.34739
C9orf163	12	0.8377	0.97631	1.0	359	1	0.2874	0.0033878	0.013558	0.087539	81	10	0.2874
MED26	12	0.94313	0.98748	1.0	409	1	0.46142	0.0053749	0.019462	0.124131	82	8	0.46142
TMEM214	12	0.97375	0.99201	1.0	440	0	0.30807	0.0055802	0.024465	0.15059	83	8	0.30807
CASR	9	0.79645	0.94386	1.0	336	1	0.70133	0.0057565	0.021354	0.134559	84	7	0.70133
CCDC101	12	0.99545	0.99922	1.0	471	0	0.31084	0.0061566	0.024762	0.15059	85	9	0.31084
PIGS	12	0.98764	0.99655	1.0	452	0	0.30677	0.0062829	0.024762	0.15059	86	9	0.30677
TIPARP	12	0.99151	0.99799	1.0	464	0	0.39699	0.009881	0.029538	0.177565	87	9	0.39699
DDX28	12	0.772	0.96139	1.0	329	2	0.27707	0.010103	0.035204	0.205901	88	7	0.27707
CCDC115	12	0.51529	0.89493	1.0	239	3	0.39587	0.010297	0.035294	0.205901	89	8	0.39587
PGAP3	12	0.86727	0.97839	1.0	376	1	0.28397	0.010419	0.035432	0.205901	90	9	0.28397
BPTF	12	0.99271	0.99844	1.0	465	0	0.26487	0.011987	0.044626	0.256477	91	9	0.26487
RRBP1	12	0.73552	0.952	1.0	320	2	0.28798	0.012464	0.045448	0.258363	92	9	0.28798
ZC3H18	12	0.49308	0.88859	1.0	226	2	0.39032	0.014904	0.078072	0.43905	93	8	0.39032
TMEM253	12	0.99681	0.99935	1.0	473	0	0.28812	0.01785	0.083372	0.448082	94	9	0.28812
GMEB1	12	0.97703	0.99202	1.0	443	0	0.36857	0.018794	0.083451	0.448082	95	7	0.36857
PBRM1	12	0.92741	0.98412	1.0	401	1	0.33803	0.019384	0.08364	0.448082	96	8	0.33803
RBM22	12	0.59615	0.92044	1.0	270	2	0.32815	0.019703	0.083739	0.448082	97	8	0.32815
VEZF1	12	0.9952	0.99921	1.0	469	0	0.28721	0.020322	0.084165	0.448082	98	9	0.28721
HHEX	12	0.99287	0.99845	1.0	466	0	0.37045	0.021772	0.084819	0.448082	99	7	0.37045
BARX1	12	0.43116	0.85286	1.0	205	2	0.23597	0.023443	0.08575	0.448472	100	9	0.23597
WDR82	12	0.95242	0.98844	1.0	415	1	0.28585	0.024265	0.092011	0.471782	101	9	0.28585
IREB2	12	0.96212	0.98945	1.0	426	1	0.18852	0.024393	0.092011	0.471782	102	9	0.18852
GAPDH	12	0.7028	0.94742	1.0	307	1	0.25952	0.027779	0.10228	0.506854	103	7	0.25952
CDIPT	12	0.66619	0.93729	1.0	297	1	0.30303	0.027934	0.10261	0.506854	104	8	0.30303
PET117	12	0.89874	0.98063	1.0	386	1	0.2437	0.03202	0.10504	0.506854	105	8	0.2437
GPR4	12	0.58543	0.91118	1.0	269	2	0.20171	0.033074	0.10521	0.506854	106	6	0.20171
TMEM50A	12	0.87864	0.98009	1.0	380	1	0.18277	0.033385	0.10522	0.506854	107	6	0.18277
A1BG-AS1	12	0.7681	0.95977	1.0	326	2	0.27778	0.035107	0.10659	0.506854	108	8	0.27778
POLE3	12	0.83816	0.97631	1.0	362	2	0.29547	0.036058	0.1066	0.506854	109	8	0.29547
RALGAPA2	12	0.90057	0.98123	1.0	388	1	0.27116	0.038711	0.11016	0.512197	110	8	0.27116
NRBP1	12	0.93139	0.98475	1.0	403	1	0.38453	0.039225	0.11042	0.512197	111	7	0.38453
IRF2BP2	12	0.98684	0.99654	1.0	451	0	0.25416	0.04031	0.11067	0.512197	112	8	0.25416
LOC100506990	9	0.50106	0.83472	1.0	230	1	0.52422	0.042537	0.097529	0.495221	113	6	0.52422
MIR100HG	12	0.2648	0.7523	1.0	150	3	0.12203	0.043355	0.11564	0.53052	114	6	0.12203
MGAT1	12	0.99927	0.9999	1.0	487	0	0.24085	0.045964	0.12	0.543126	115	8	0.24085
MLLT1	12	0.73402	0.95123	1.0	318	2	0.26189	0.048892	0.12046	0.543126	116	7	0.26189
OSGIN1	12	0.58027	0.90989	1.0	266	2	0.19736	0.057694	0.12958	0.579226	117	8	0.19736
PDE1A	12	0.96519	0.99061	1.0	430	1	0.27619	0.058115	0.15664	0.677809	118	7	0.27619
DEF6	12	0.56151	0.90243	1.0	262	2	0.16901	0.058483	0.15664	0.677809	119	5	0.16901
HNRNPU	12	0.50599	0.89343	1.0	234	2	0.4129	0.062221	0.1588	0.677809	120	7	0.4129
ATG4D	12	0.52645	0.89638	1.0	244	3	0.17052	0.0629	0.1588	0.677809	121	8	0.17052
EIF5A	12	0.92295	0.98373	1.0	399	1	0.24551	0.06361	0.15928	0.677809	122	8	0.24551
NXF5	12	0.90791	0.98124	1.0	390	1	0.24149	0.065402	0.18579	0.771219	123	8	0.24149
PDGFA	12	0.60506	0.92281	1.0	273	3	0.22109	0.066212	0.18579	0.771219	124	7	0.22109
LOC100996351	9	0.92352	0.97125	1.0	400	1	0.070814	0.066484	0.15941	0.677809	125	2	0.070814
SIX6	12	0.50203	0.89343	1.0	231	2	0.2443	0.066802	0.1858	0.771219	126	8	0.2443
SURF1	12	0.98055	0.99335	1.0	449	0	0.16375	0.069957	0.19603	0.773142	127	8	0.16375
CHAF1B	12	0.85109	0.97742	1.0	369	2	0.23909	0.072528	0.19725	0.773142	128	7	0.23909
BRD2	12	0.88835	0.98062	1.0	382	1	0.14315	0.074173	0.19819	0.773142	129	6	0.14315
STK11	12	0.54277	0.89931	1.0	254	3	0.19565	0.075568	0.20022	0.773142	130	7	0.19565
DNAJC5G	12	0.72831	0.95031	1.0	315	2	0.25328	0.076788	0.20023	0.773142	131	8	0.25328
HIST1H2BI	12	0.94006	0.98635	1.0	408	1	0.19382	0.078067	0.20279	0.773142	132	8	0.19382
C21orf59	12	0.99148	0.99799	1.0	463	0	0.19348	0.078314	0.20279	0.773142	133	7	0.19348
RFX7	12	0.99571	0.99922	1.0	472	0	0.22781	0.080683	0.2032	0.773142	134	6	0.22781
NFYC	12	0.80864	0.96891	1.0	342	2	0.29364	0.082123	0.20566	0.773142	135	7	0.29364
PPCDC	12	0.99885	0.99977	1.0	484	0	0.2127	0.08267	0.20613	0.773142	136	7	0.2127
SLC35F5	12	0.82373	0.97119	1.0	349	2	0.10399	0.082701	0.20613	0.773142	137	5	0.10399
SIX4	12	0.99543	0.99922	1.0	470	0	0.19321	0.083835	0.20614	0.773142	138	8	0.19321
TUT1	6	0.80392	0.8945	1.0	341	1	0.22748	0.084553	0.20233	0.773142	139	3	0.22748
EWSR1	12	0.5152	0.89493	1.0	238	2	0.20174	0.087179	0.20844	0.773142	140	6	0.20174
ZNF217	12	0.31473	0.77904	1.0	166	4	0.15575	0.087996	0.20844	0.773142	141	6	0.15575
AGPAT4	12	0.96249	0.98945	1.0	427	1	0.22097	0.088541	0.21351	0.786379	142	7	0.22097
ZNF512B	12	0.77788	0.96206	1.0	331	1	0.15806	0.090633	0.2171	0.793996	143	8	0.15806
UQCC1	12	0.64002	0.934	1.0	290	2	0.23914	0.092349	0.24262	0.86703	144	7	0.23914
ZFP36L2	12	0.87561	0.97952	1.0	379	1	0.21761	0.092638	0.24262	0.86703	145	7	0.21761
ZNF394	12	0.96858	0.99161	1.0	433	1	0.21399	0.093635	0.24262	0.86703	146	7	0.21399
LIN52	12	0.83447	0.9763	1.0	357	1	0.19021	0.097987	0.2437	0.86703	147	7	0.19021
PHF23	12	0.38818	0.8286	1.0	193	2	0.10369	0.10273	0.25613	0.905108	148	6	0.10369
DCPS	12	0.19457	0.6755	1.0	132	4	0.17371	0.10931	0.27873	0.946156	149	6	0.17371
GOSR2	12	4.8173e-10	4.9535e-06	0.000118	18	10	-0.95704	0.10991	0.27927	0.946156	150	1	-0.95704
ZNF484	12	0.25949	0.74974	1.0	146	3	0.26202	0.11342	0.27996	0.946156	151	7	0.26202
THOP1	12	0.049033	0.38057	1.0	75	6	-0.11714	0.11394	0.28109	0.946156	152	4	-0.11714
FLAD1	12	0.72406	0.94937	1.0	314	1	0.21001	0.11515	0.2811	0.946156	153	7	0.21001
SENP3-EIF4A1	12	0.29533	0.76704	1.0	156	4	-0.005754	0.11922	0.28277	0.946156	154	5	-0.005754
PSMD12	12	0.93692	0.98517	1.0	407	1	0.33915	0.12233	0.28469	0.946156	155	7	0.33915
NFYA	12	0.60261	0.92171	1.0	272	3	0.33534	0.12437	0.28552	0.946156	156	6	0.33534
ETV4	12	0.62722	0.93055	1.0	284	3	0.2421	0.12489	0.28552	0.946156	157	6	0.2421
CABIN1	12	0.97847	0.99252	1.0	444	0	0.1891	0.12717	0.28634	0.946156	158	6	0.1891
COPS3	12	0.97301	0.99201	1.0	438	0	0.16486	0.12958	0.28985	0.946156	159	6	0.16486
TCP10	12	0.99052	0.99783	1.0	459	0	0.18245	0.13266	0.29307	0.946156	160	7	0.18245
EMP3	12	0.28878	0.76703	1.0	155	4	0.22726	0.13341	0.29307	0.946156	161	7	0.22726
DNAH17	12	0.80037	0.96678	1.0	340	2	0.17129	0.1341	0.29307	0.946156	162	6	0.17129
ELOF1	12	0.97951	0.99253	1.0	446	0	0.15926	0.14548	0.32243	1.0	163	7	0.15926
ZNF410	12	0.54222	0.89931	1.0	253	3	0.15978	0.14759	0.32481	1.0	164	7	0.15978
CEBPA	12	0.6427	0.934	1.0	292	2	0.17222	0.15189	0.32784	1.0	165	7	0.17222
OTX2	12	0.78443	0.96442	1.0	332	2	0.23073	0.1542	0.33336	1.0	166	7	0.23073
OTX1	12	0.99085	0.99784	1.0	461	0	0.18446	0.16312	0.35702	1.0	167	7	0.18446
TNFRSF8	12	0.73466	0.952	1.0	319	2	0.17524	0.16578	0.35703	1.0	168	7	0.17524
MEIKIN	12	0.75865	0.95771	1.0	325	1	0.21705	0.1662	0.35703	1.0	169	7	0.21705
CLEC3B	12	0.15748	0.62111	1.0	117	3	0.061267	0.16994	0.35864	1.0	170	5	0.061267
RXRB	12	0.95125	0.98844	1.0	413	1	0.159	0.17153	0.35864	1.0	171	7	0.159
LINC01483	12	0.85329	0.97789	1.0	370	2	0.15911	0.1735	0.35951	1.0	172	6	0.15911
KAT8	9	0.009899	0.11535	1.0	61	5	-0.22134	0.1749	0.35534	1.0	173	3	-0.22134
RAP1GAP	12	0.86801	0.97869	1.0	377	1	0.13317	0.18015	0.37197	1.0	174	6	0.13317
ACAT2	12	0.13821	0.59696	1.0	109	4	0.078171	0.18367	0.37338	1.0	175	6	0.078171
OLR1	12	0.67882	0.93935	1.0	304	2	0.11352	0.18462	0.37399	1.0	176	6	0.11352
FNTB	12	0.9677	0.9916	1.0	431	1	0.17029	0.18582	0.374	1.0	177	7	0.17029
CYB5D1	12	0.91515	0.98202	1.0	395	1	0.15796	0.19042	0.38064	1.0	178	7	0.15796
TFDP1	12	0.84545	0.97669	1.0	366	2	0.14034	0.19102	0.38065	1.0	179	6	0.14034
HOXD13	12	0.66494	0.93728	1.0	296	2	0.23836	0.19168	0.38065	1.0	180	6	0.23836
SPPL3	12	0.32872	0.78809	1.0	171	3	0.16883	0.19299	0.38145	1.0	181	6	0.16883
P4HA2-AS1	12	0.35338	0.80998	1.0	184	3	0.21187	0.19352	0.38244	1.0	182	7	0.21187
IQCF1	12	0.94981	0.98844	1.0	411	1	0.1662	0.19365	0.38244	1.0	183	7	0.1662
ZNF830	12	0.064446	0.48088	1.0	87	5	-0.039513	0.19408	0.38244	1.0	184	3	-0.039513
GTF2A2	12	0.80932	0.96973	1.0	343	1	0.23606	0.20012	0.38958	1.0	185	7	0.23606
KMT2A	12	0.85384	0.97789	1.0	371	2	0.14429	0.20196	0.38959	1.0	186	6	0.14429
HIST1H2BF	12	0.55852	0.90094	1.0	261	2	0.17522	0.20364	0.39027	1.0	187	6	0.17522
CCDC43	12	0.35153	0.80483	1.0	183	3	0.18918	0.20635	0.39028	1.0	188	6	0.18918
TNFRSF4	12	0.39772	0.83039	1.0	196	3	0.14357	0.20685	0.39028	1.0	189	7	0.14357
SALL2	12	0.9949	0.99897	1.0	467	0	0.20113	0.2075	0.39028	1.0	190	7	0.20113
LOC105371789	6	0.43112	0.73415	1.0	204	1	0.15625	0.21088	0.31467	1.0	191	2	0.15625
UGT1A9	12	0.11792	0.58238	1.0	101	4	0.13937	0.21093	0.3918	1.0	192	5	0.13937
MROH2A	12	0.37185	0.82516	1.0	191	4	0.15541	0.21107	0.3918	1.0	193	7	0.15541
DAGLA	12	0.83517	0.9763	1.0	358	2	0.18434	0.2137	0.39705	1.0	194	7	0.18434
RNASEK-C17orf49	12	2.4962e-05	0.0026105	0.039008	35	7	-0.51564	0.21395	0.39706	1.0	195	2	-0.51564
HTRA1	12	0.60967	0.92783	1.0	276	2	0.13737	0.21424	0.39863	1.0	196	6	0.13737
PPP1R10	12	0.8543	0.97789	1.0	372	1	0.16371	0.21833	0.421	1.0	197	7	0.16371
EEF1DP3	6	0.96184	0.98222	1.0	425	0	0.21251	0.22099	0.32662	1.0	198	4	0.21251
HAPLN4	12	0.67532	0.93835	1.0	301	2	0.16495	0.2228	0.42289	1.0	199	6	0.16495
STK40	12	0.63841	0.93399	1.0	288	2	0.12583	0.22368	0.4229	1.0	200	6	0.12583
PKLR	12	0.32929	0.78809	1.0	172	2	0.14655	0.2247	0.44036	1.0	201	7	0.14655
HIST1H2BH	12	0.35499	0.80998	1.0	185	4	-0.010099	0.22716	0.44335	1.0	202	3	-0.010099
SNX19	12	0.48503	0.88514	1.0	222	3	0.075862	0.23679	0.44532	1.0	203	5	0.075862
HIST1H3F	12	0.42665	0.85128	1.0	201	1	0.051774	0.23779	0.45093	1.0	204	4	0.051774
CSDE1	12	0.58476	0.91118	1.0	268	3	0.12702	0.24342	0.45297	1.0	205	6	0.12702
ABCG5	12	0.76967	0.96059	1.0	328	2	0.14638	0.24435	0.45297	1.0	206	5	0.14638
TMEM138	12	0.25083	0.74725	1.0	144	3	0.073191	0.24766	0.45298	1.0	207	5	0.073191
MBNL1	12	0.94945	0.98801	1.0	410	1	0.15857	0.25351	0.45571	1.0	208	6	0.15857
CDKN2A-AS1	12	0.81597	0.97054	1.0	346	2	0.11508	0.25614	0.46062	1.0	209	6	0.11508
TGIF1	12	0.50485	0.89343	1.0	233	2	0.16458	0.25651	0.46196	1.0	210	6	0.16458
CAPZA1	12	0.6616	0.93728	1.0	295	2	0.16158	0.26168	0.46615	1.0	211	6	0.16158
LOC101930085	9	0.8292	0.9462	1.0	353	1	0.1126	0.26312	0.39445	1.0	212	5	0.1126
RPS9	9	0.67697	0.91092	1.0	303	1	0.205	0.27712	0.40574	1.0	213	5	0.205
GNAT2	12	0.78512	0.96442	1.0	333	2	0.05695	0.27729	0.47523	1.0	214	4	0.05695
CHRND	12	0.4671	0.87253	1.0	216	2	0.0087048	0.28765	0.48362	1.0	215	3	0.0087048
KMT2D	12	0.55663	0.90094	1.0	260	2	0.13478	0.29006	0.48682	1.0	216	6	0.13478
RN7SK	6	0.4542	0.76299	1.0	213	2	0.11248	0.29202	0.39813	1.0	217	3	0.11248
ITGA2	12	0.25844	0.74973	1.0	145	4	0.030751	0.29217	0.48823	1.0	218	6	0.030751
ATP6V1G2	12	0.13557	0.59695	1.0	107	5	0.024356	0.29485	0.48916	1.0	219	6	0.024356
HIST1H2BG	12	0.95544	0.98845	1.0	418	1	0.17421	0.29903	0.49056	1.0	220	6	0.17421
ZNF506	12	0.59966	0.9217	1.0	271	3	0.13899	0.30084	0.49057	1.0	221	6	0.13899
RPS6	6	0.82868	0.90843	1.0	352	1	0.23215	0.30436	0.41837	1.0	222	3	0.23215
MIER3	12	0.84364	0.97668	1.0	364	1	0.15341	0.30451	0.49259	1.0	223	6	0.15341
VHL	12	0.52861	0.89779	1.0	246	2	0.13251	0.30606	0.49371	1.0	224	6	0.13251
RDH14	12	0.98922	0.99756	1.0	456	0	0.049228	0.31077	0.49522	1.0	225	4	0.049228
ZC3H11A	12	0.79918	0.96604	1.0	339	1	0.19068	0.31662	0.49889	1.0	226	6	0.19068
ASB16-AS1	12	0.16878	0.63928	1.0	126	4	-0.058555	0.31711	0.49889	1.0	227	5	-0.058555
SLC25A40	12	0.95783	0.98898	1.0	421	1	0.10499	0.3183	0.4989	1.0	228	5	0.10499
LOC646471	12	0.61959	0.92784	1.0	280	3	0.084961	0.31855	0.4989	1.0	229	6	0.084961
CNPY3	12	0.71415	0.94842	1.0	312	2	0.070638	0.32153	0.49991	1.0	230	6	0.070638
MARVELD3	12	0.58301	0.91117	1.0	267	3	0.1152	0.32194	0.49991	1.0	231	6	0.1152
FAM110D	12	0.7965	0.9652	1.0	337	2	0.026979	0.32417	0.50225	1.0	232	5	0.026979
RSRP1	12	0.2607	0.74974	1.0	147	4	-0.098384	0.32696	0.50226	1.0	233	4	-0.098384
TSPYL4	12	0.95679	0.98898	1.0	420	1	0.11849	0.32729	0.50226	1.0	234	6	0.11849
SIRT5	12	0.48203	0.88427	1.0	221	3	-0.029143	0.32841	0.5041	1.0	235	4	-0.029143
DMTF1	12	0.076306	0.52097	1.0	91	5	-0.14531	0.32854	0.5041	1.0	236	5	-0.14531
LOC100131626	9	0.86162	0.95353	1.0	373	1	0.20654	0.32994	0.47254	1.0	237	4	0.20654
UCKL1-AS1	6	0.97206	0.99073	1.0	437	0	0.19462	0.33005	0.43576	1.0	238	3	0.19462
EHD2	12	0.029571	0.31899	1.0	67	6	-0.10271	0.33039	0.5069	1.0	239	4	-0.10271
EEF1D	12	0.61236	0.92783	1.0	278	3	0.073486	0.33348	0.50691	1.0	240	5	0.073486
ABCA1	12	0.26239	0.74974	1.0	149	2	0.13903	0.33842	0.50845	1.0	241	6	0.13903
LOC102723582	3	0.47315	0.62464	1.0	218	1	0.12611	0.33883	0.36546	1.0	242	1	0.12611
PSORS1C3	12	0.13927	0.59696	1.0	111	4	0.10988	0.33922	0.50845	1.0	243	5	0.10988
ST3GAL4	12	0.56322	0.90244	1.0	263	3	0.11593	0.34151	0.50846	1.0	244	5	0.11593
YTHDC1	12	0.42778	0.85128	1.0	202	3	0.076038	0.34284	0.50846	1.0	245	6	0.076038
CSK	12	0.71278	0.94842	1.0	311	2	-0.099011	0.34352	0.50846	1.0	246	4	-0.099011
BAG6	12	0.73902	0.95201	1.0	322	1	0.13797	0.3452	0.51015	1.0	247	6	0.13797
