id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
TSPYL4	12	0.62972	0.87724	1.0	348	2	0.08704	0.020828	0.082183	0.528407	76	5	0.08704
LIN52	12	0.30539	0.63063	1.0	222	2	0.33567	0.021051	0.082679	0.528407	77	8	0.33567
CYP2C18	12	0.58225	0.84772	1.0	333	3	0.27797	0.021243	0.082689	0.528407	78	7	0.27797
ETV4	12	0.8163	0.94574	1.0	408	2	0.31093	0.021329	0.082689	0.528407	79	8	0.31093
TAF8	12	0.99102	0.9942	1.0	481	1	0.34057	0.02238	0.083402	0.528407	80	8	0.34057
CHD7	12	0.41689	0.73055	1.0	263	4	0.21808	0.023299	0.084363	0.528407	81	5	0.21808
PEX6	12	0.65193	0.88507	1.0	353	3	0.31938	0.024876	0.085829	0.528407	82	7	0.31938
NFYC	12	0.73121	0.91389	1.0	375	1	0.30807	0.026255	0.085839	0.528407	83	7	0.30807
USF1	12	0.73653	0.91659	1.0	377	2	-0.041375	0.02698	0.086889	0.528407	84	4	-0.041375
EIF4A1	9	0.69365	0.86376	1.0	364	1	0.32075	0.02739	0.072484	0.528407	85	5	0.32075
ZNF484	12	0.46052	0.76038	1.0	277	4	0.20539	0.028123	0.088157	0.529957	86	6	0.20539
CBX2	12	0.6652	0.8859	1.0	359	2	0.21728	0.028667	0.089247	0.530411	87	6	0.21728
MROH2A	12	0.80515	0.94573	1.0	406	1	0.40371	0.031355	0.09211	0.532769	88	7	0.40371
CAMKK2	9	0.77016	0.89782	1.0	392	2	0.24296	0.03254	0.085988	0.528407	89	6	0.24296
PLCG1-AS1	12	0.76495	0.92722	1.0	389	2	0.30215	0.03478	0.096013	0.532769	90	8	0.30215
TAOK1	12	0.91729	0.97374	1.0	434	1	0.27728	0.03722	0.10042	0.532769	91	7	0.27728
TMEM88	12	0.83228	0.95001	1.0	411	2	0.27339	0.037295	0.10042	0.532769	92	7	0.27339
CTNNBIP1	12	0.28488	0.61399	1.0	210	3	0.26577	0.03756	0.10042	0.532769	93	6	0.26577
ST3GAL4	12	0.99507	0.99683	1.0	492	0	0.33975	0.037785	0.10042	0.532769	94	8	0.33975
SENP3-EIF4A1	12	0.95631	0.98568	1.0	450	1	0.19272	0.037944	0.10114	0.532769	95	7	0.19272
A1BG-AS1	12	0.55225	0.83261	1.0	316	3	0.36364	0.038446	0.10201	0.532769	96	6	0.36364
BPTF	12	0.92644	0.97625	1.0	438	2	0.20446	0.038859	0.10277	0.532769	97	8	0.20446
NR5A1	12	0.9806	0.99121	1.0	464	1	0.087733	0.038904	0.10277	0.532769	98	5	0.087733
TMEM50A	12	0.71644	0.90685	1.0	368	3	0.31049	0.042073	0.10721	0.532769	99	7	0.31049
IRS4	12	0.25091	0.58003	1.0	195	3	0.32416	0.042589	0.10798	0.532769	100	8	0.32416
ELF4	12	0.86123	0.95908	1.0	419	1	0.24973	0.042801	0.10864	0.532769	101	8	0.24973
NFYA	12	0.55491	0.83511	1.0	319	4	0.14852	0.043983	0.10937	0.532769	102	5	0.14852
FAM20A	12	0.6525	0.88507	1.0	354	1	0.19946	0.044416	0.11015	0.532769	103	8	0.19946
UQCC1	12	0.98892	0.99272	1.0	476	1	0.16623	0.044447	0.11015	0.532769	104	5	0.16623
YTHDC1	12	0.38264	0.70683	1.0	254	4	0.43413	0.044676	0.11015	0.532769	105	6	0.43413
PROX1	12	0.92095	0.97491	1.0	435	1	0.23042	0.044964	0.11016	0.532769	106	8	0.23042
BAG6	12	0.77585	0.92945	1.0	395	2	0.2058	0.045629	0.11046	0.532769	107	8	0.2058
LOC100131626	9	0.98118	0.98457	1.0	466	0	0.33669	0.046	0.11809	0.54654	108	6	0.33669
GPAA1	12	0.93624	0.97995	1.0	443	1	0.28298	0.046753	0.11217	0.532769	109	8	0.28298
COA6	12	0.99974	0.99993	1.0	510	0	0.25735	0.046867	0.11217	0.532769	110	8	0.25735
ZNF146	12	0.39058	0.72086	1.0	255	1	0.25755	0.047323	0.11306	0.532769	111	8	0.25755
SOD1	12	0.48283	0.78999	1.0	287	3	0.26448	0.047813	0.11307	0.532769	112	6	0.26448
ZFPM1	12	0.89354	0.96648	1.0	428	2	0.28955	0.048595	0.11462	0.535229	113	8	0.28955
NXF5	12	0.52797	0.81746	1.0	309	3	0.2199	0.0493	0.14437	0.656567	114	8	0.2199
ABCG5	12	0.97594	0.99035	1.0	462	1	0.35688	0.049583	0.14647	0.660376	115	8	0.35688
ZKSCAN8	12	0.44649	0.75239	1.0	272	3	0.20926	0.050208	0.14781	0.66071	116	7	0.20926
FBXL8	12	0.82181	0.94574	1.0	409	2	0.18406	0.050611	0.14924	0.661478	117	8	0.18406
HNF1A	12	0.7584	0.92476	1.0	387	1	0.12048	0.052396	0.15326	0.673553	118	6	0.12048
HIST1H2BH	12	0.71674	0.90685	1.0	369	3	0.1359	0.055814	0.16613	0.696891	119	6	0.1359
EIF3G	9	0.23761	0.51571	1.0	182	4	-0.020103	0.057358	0.13564	0.622284	120	4	-0.020103
CAB39	12	0.93252	0.9787	1.0	440	1	0.24786	0.057762	0.16869	0.696891	121	7	0.24786
PET117	12	0.73346	0.91659	1.0	376	2	0.35477	0.059708	0.17011	0.696891	122	7	0.35477
C21orf59	12	0.97506	0.99035	1.0	461	1	0.24563	0.059713	0.17011	0.696891	123	7	0.24563
ZFP69	12	0.086081	0.33677	1.0	109	5	0.045135	0.061324	0.17211	0.696891	124	5	0.045135
EEF1D	12	0.31867	0.63942	1.0	228	3	0.12799	0.061486	0.17211	0.696891	125	5	0.12799
ZNF3	12	0.64484	0.87824	1.0	352	3	0.076279	0.062402	0.17308	0.696891	126	5	0.076279
ZNF626	12	0.36869	0.69563	1.0	248	3	0.20418	0.062811	0.17309	0.696891	127	6	0.20418
TIPARP	12	0.55369	0.83511	1.0	318	3	0.29502	0.0666	0.17399	0.696891	128	6	0.29502
OTX2	12	0.54635	0.825	1.0	313	2	0.26447	0.069078	0.17455	0.696891	129	7	0.26447
RBM22	12	0.34151	0.66117	1.0	240	5	-0.0026199	0.070175	0.17456	0.696891	130	4	-0.0026199
RSRP1	12	0.43145	0.74561	1.0	267	4	0.078977	0.071929	0.17792	0.702384	131	5	0.078977
STK11	12	0.95434	0.98496	1.0	448	1	0.24138	0.073367	0.17862	0.702384	132	7	0.24138
RALGAPA2	12	0.8163	0.94574	1.0	407	2	0.16927	0.076091	0.18056	0.704721	133	6	0.16927
POMGNT2	12	0.77951	0.9304	1.0	396	3	0.2129	0.078026	0.18381	0.71209	134	7	0.2129
RPS6	6	0.12703	0.31984	1.0	134	3	0.22081	0.078906	0.16059	0.696891	135	3	0.22081
DMRTA2	12	0.18049	0.5182	1.0	160	4	0.010308	0.079681	0.21078	0.780471	136	4	0.010308
SPAG7	12	0.83846	0.9524	1.0	413	2	0.25197	0.081239	0.21597	0.780471	137	7	0.25197
IGF2R	12	0.50884	0.80476	1.0	300	4	0.19594	0.084326	0.22053	0.780471	138	7	0.19594
KLHDC3	12	0.29925	0.62939	1.0	217	3	0.23635	0.086073	0.22054	0.780471	139	7	0.23635
CARM1	12	0.22359	0.55571	1.0	176	5	-0.098978	0.086644	0.2227	0.780471	140	4	-0.098978
WRAP53	12	0.27542	0.60751	1.0	206	4	0.11039	0.088058	0.22486	0.780471	141	6	0.11039
CYC1	12	0.3168	0.63941	1.0	227	2	0.2463	0.088851	0.22486	0.780471	142	7	0.2463
RTEL1	9	0.23522	0.5157	1.0	180	4	0.32105	0.089239	0.20646	0.780471	143	5	0.32105
SPI1	12	0.45954	0.75606	1.0	276	4	0.11873	0.089379	0.22681	0.780471	144	4	0.11873
POLE3	12	0.84226	0.95241	1.0	416	1	0.23474	0.08962	0.2279	0.780471	145	7	0.23474
SP2-AS1	12	0.24723	0.58002	1.0	191	3	-0.040297	0.089809	0.2279	0.780471	146	4	-0.040297
U2AF1	9	0.042149	0.15328	0.966907	84	5	-0.40164	0.09014	0.20742	0.780471	147	2	-0.40164
SMARCA1	12	0.97451	0.99035	1.0	460	1	0.14997	0.094461	0.23267	0.780471	148	6	0.14997
RDH14	12	0.58993	0.85054	1.0	334	4	0.030964	0.094553	0.23267	0.780471	149	4	0.030964
PHF23	12	0.10621	0.38309	1.0	121	5	-0.062167	0.095196	0.23268	0.780471	150	5	-0.062167
DEF6	12	0.94254	0.98252	1.0	446	2	0.3137	0.095811	0.23268	0.780471	151	6	0.3137
TRPM4	12	0.46778	0.76434	1.0	280	3	0.25551	0.096358	0.23554	0.780471	152	6	0.25551
POLR2L	9	0.065736	0.25333	1.0	100	4	-0.23413	0.10305	0.20981	0.780471	153	2	-0.23413
EGFR	12	0.2183	0.54926	1.0	175	4	0.2241	0.1036	0.24215	0.780471	154	7	0.2241
SYTL3	12	0.98258	0.99122	1.0	469	1	0.21814	0.10379	0.24696	0.780471	155	6	0.21814
COPS3	12	0.73758	0.91659	1.0	378	3	0.19446	0.10467	0.24962	0.780471	156	7	0.19446
CSDE1	12	0.43004	0.74561	1.0	266	2	0.25984	0.10483	0.24962	0.780471	157	7	0.25984
MPDU1	12	0.71136	0.90684	1.0	365	3	0.19456	0.10506	0.24963	0.780471	158	7	0.19456
MBNL1	12	0.89114	0.96647	1.0	427	2	0.22466	0.10531	0.24963	0.780471	159	7	0.22466
ATP13A1	12	0.036253	0.14029	0.92874	79	5	0.14217	0.10652	0.25197	0.780471	160	5	0.14217
CCDC43	12	0.99746	0.99837	1.0	500	0	0.29659	0.10677	0.25197	0.780471	161	6	0.29659
MYNN	12	0.64178	0.87824	1.0	351	3	0.2438	0.10873	0.25264	0.780471	162	7	0.2438
ZNF833P	12	0.32798	0.6502	1.0	234	2	0.32948	0.10945	0.25264	0.780471	163	7	0.32948
ZNF506	12	0.36992	0.69564	1.0	249	3	0.055868	0.1098	0.25264	0.780471	164	4	0.055868
KMT2D	12	0.46238	0.76214	1.0	278	4	0.22708	0.1124	0.2542	0.780471	165	6	0.22708
HTRA1	12	0.71615	0.90685	1.0	367	2	0.25389	0.11289	0.2542	0.780471	166	6	0.25389
MAU2	12	0.98157	0.99122	1.0	468	1	0.2081	0.11329	0.2542	0.780471	167	4	0.2081
MIR100HG	12	0.61462	0.8636	1.0	341	3	0.24304	0.11825	0.25724	0.780471	168	7	0.24304
CPSF4	12	0.68302	0.89522	1.0	362	2	0.17356	0.11848	0.25724	0.780471	169	7	0.17356
EBP	12	0.66417	0.8859	1.0	358	2	0.21919	0.11855	0.25724	0.780471	170	6	0.21919
UBA2	12	0.55491	0.83511	1.0	320	4	0.0652	0.12156	0.25928	0.780471	171	5	0.0652
DENND4C	12	0.10652	0.38309	1.0	122	4	0.015417	0.1217	0.25928	0.780471	172	5	0.015417
SNX19	12	0.046262	0.18846	1.0	87	4	0.21539	0.12247	0.25929	0.780471	173	7	0.21539
VEZF1	12	0.72186	0.91147	1.0	371	3	0.22997	0.12344	0.26205	0.780471	174	7	0.22997
YJEFN3	12	0.99204	0.99421	1.0	483	0	0.16254	0.12585	0.26504	0.780471	175	6	0.16254
TFRC	12	0.19499	0.52988	1.0	166	4	-0.080824	0.12853	0.26776	0.780471	176	4	-0.080824
BRD2	12	0.50594	0.8033	1.0	297	4	0.27759	0.12892	0.26776	0.780471	177	6	0.27759
CCDC22	12	0.61895	0.86455	1.0	343	3	0.23733	0.12896	0.26776	0.780471	178	7	0.23733
FOXB1	12	0.52433	0.81745	1.0	307	3	0.087064	0.12957	0.27008	0.780471	179	4	0.087064
CEBPA	12	0.9071	0.96998	1.0	432	2	0.2088	0.12965	0.27215	0.780471	180	6	0.2088
CNN1	12	0.95762	0.9861	1.0	451	1	0.16963	0.13517	0.2785	0.780471	181	7	0.16963
BCL9L	12	0.62912	0.87724	1.0	347	3	0.16887	0.13626	0.27851	0.780471	182	6	0.16887
C16orf62	12	0.47025	0.76916	1.0	281	3	0.19312	0.13805	0.27923	0.780471	183	6	0.19312
IQCF1	12	0.49939	0.79993	1.0	293	4	0.095632	0.14174	0.28127	0.780471	184	6	0.095632
CHAF1B	12	0.98283	0.99122	1.0	470	1	0.24786	0.14258	0.28276	0.780471	185	6	0.24786
ZNF99	12	0.79875	0.94292	1.0	401	2	0.036199	0.14324	0.28276	0.780471	186	3	0.036199
NR1H3	12	0.41215	0.72902	1.0	261	3	0.15269	0.14424	0.28277	0.780471	187	6	0.15269
PSORS1C3	12	0.75531	0.92212	1.0	385	2	0.17437	0.14586	0.28277	0.780471	188	6	0.17437
IRF9	12	0.9708	0.98914	1.0	458	1	0.18982	0.1472	0.28503	0.780471	189	7	0.18982
CDKN2A-AS1	12	0.24073	0.57163	1.0	185	1	0.18654	0.14749	0.28503	0.780471	190	6	0.18654
CABIN1	12	0.74323	0.91759	1.0	380	2	0.16205	0.14752	0.28503	0.780471	191	6	0.16205
SNAPC4	12	0.88315	0.96462	1.0	425	2	0.22962	0.15338	0.30717	0.831686	192	6	0.22962
ZC3H13	12	0.53174	0.8194	1.0	311	3	0.19228	0.15644	0.31008	0.831686	193	6	0.19228
YY1	12	0.13059	0.42066	1.0	136	5	0.06145	0.15797	0.31009	0.831686	194	5	0.06145
FNTB	12	0.52633	0.81746	1.0	308	2	-0.012478	0.15887	0.31009	0.831686	195	5	-0.012478
ZNF410	12	0.73893	0.9166	1.0	379	3	0.13577	0.15954	0.32965	0.875161	196	6	0.13577
AKAP9	12	0.52904	0.81746	1.0	310	4	0.023681	0.16229	0.35151	0.92136	197	4	0.023681
GOSR2	12	0.00037712	0.0033733	0.053462	33	9	-0.63604	0.16262	0.35151	0.92136	198	2	-0.63604
VPS72	12	0.60212	0.85321	1.0	337	3	0.1519	0.16594	0.35539	0.92178	199	6	0.1519
CAPZA1	12	0.99526	0.99683	1.0	493	0	0.15932	0.16801	0.36005	0.92178	200	6	0.15932
GCOM1	12	0.18048	0.5182	1.0	159	5	-0.12462	0.17059	0.36272	0.92178	201	2	-0.12462
TEFM	12	0.25011	0.58002	1.0	194	4	0.21785	0.1735	0.37201	0.92178	202	6	0.21785
LINC01483	12	0.99029	0.99384	1.0	480	1	0.0057858	0.17493	0.37632	0.92178	203	5	0.0057858
EGLN2	12	0.31611	0.63614	1.0	226	3	0.17044	0.17534	0.37633	0.92178	204	6	0.17044
LRRC8A	12	0.31979	0.63942	1.0	229	5	0.10338	0.17782	0.38035	0.92178	205	6	0.10338
ZBTB17	12	0.8571	0.95907	1.0	418	2	0.30667	0.17914	0.38036	0.92178	206	6	0.30667
CCDC93	9	0.24356	0.52403	1.0	187	4	0.056535	0.17982	0.32391	0.86432	207	3	0.056535
VOPP1	12	0.14161	0.4298	1.0	141	5	-0.00048574	0.18089	0.38165	0.92178	208	5	-0.00048574
SIX6	12	0.77466	0.92824	1.0	394	3	0.21098	0.18403	0.38316	0.92178	209	6	0.21098
LOC100270746	12	0.28765	0.62386	1.0	211	4	0.058291	0.18632	0.38317	0.92178	210	3	0.058291
BARX1	12	0.44329	0.75238	1.0	271	4	0.013649	0.18647	0.38317	0.92178	211	4	0.013649
TRIM38	12	0.42323	0.73959	1.0	265	3	0.11737	0.1881	0.38403	0.92178	212	6	0.11737
SURF4	12	0.29238	0.62939	1.0	214	5	0.060623	0.18929	0.38741	0.92178	213	5	0.060623
CCDC115	12	0.48383	0.79	1.0	288	3	0.1171	0.19621	0.39508	0.92178	214	5	0.1171
ADNP	12	0.47475	0.77779	1.0	284	4	0.097604	0.19647	0.39508	0.92178	215	5	0.097604
CASR	9	0.076679	0.29221	1.0	103	5	-0.33078	0.19871	0.35234	0.92136	216	3	-0.33078
DMPK	12	0.10018	0.37305	1.0	117	5	0.18971	0.19895	0.39508	0.92178	217	6	0.18971
ADAP1	12	0.30665	0.63063	1.0	223	5	0.051978	0.20025	0.39508	0.92178	218	4	0.051978
GRB2	12	0.23706	0.569	1.0	181	5	0.038638	0.20348	0.39509	0.92178	219	6	0.038638
RAP1GAP	12	0.28195	0.61269	1.0	207	4	0.16992	0.20447	0.39509	0.92178	220	5	0.16992
SIX4	12	0.99958	0.99992	1.0	507	0	0.1377	0.20595	0.39822	0.92178	221	5	0.1377
TREM1	12	0.57686	0.84116	1.0	332	2	0.13982	0.20635	0.39823	0.92178	222	6	0.13982
PDGFA	12	0.23835	0.56901	1.0	183	4	-0.049642	0.20706	0.39979	0.92178	223	5	-0.049642
ZC3H11A	12	0.99247	0.99421	1.0	484	0	0.19296	0.21251	0.4012	0.92178	224	6	0.19296
HIST1H2BG	12	0.48515	0.79369	1.0	289	2	0.15383	0.21771	0.40431	0.92178	225	6	0.15383
CNPY3	12	0.2713	0.606	1.0	204	3	0.1222	0.21981	0.40737	0.92178	226	6	0.1222
VPS29	12	0.5766	0.84116	1.0	331	4	0.042233	0.22148	0.40901	0.92178	227	3	0.042233
STAM	12	0.55315	0.83511	1.0	317	3	0.16298	0.22245	0.40901	0.92178	228	6	0.16298
C9orf163	12	0.9377	0.98038	1.0	444	2	0.17687	0.22297	0.40901	0.92178	229	6	0.17687
ZNF468	12	0.71825	0.91035	1.0	370	3	0.16388	0.22403	0.40902	0.92178	230	6	0.16388
PIKFYVE	12	0.043482	0.15868	0.976379	85	7	-0.25932	0.22476	0.40902	0.92178	231	4	-0.25932
COX5A	12	0.99384	0.99533	1.0	488	0	0.15225	0.22658	0.41252	0.92178	232	6	0.15225
LOC101930085	9	0.99398	0.99632	1.0	489	0	0.13087	0.22661	0.38384	0.92178	233	5	0.13087
FAM24B-CUZD1	12	0.3342	0.65777	1.0	235	3	0.13462	0.22758	0.41567	0.92178	234	6	0.13462
PACRGL	12	0.15644	0.46106	1.0	152	6	-0.19609	0.2296	0.42102	0.92178	235	5	-0.19609
MTF1	12	0.93123	0.9787	1.0	439	1	0.15258	0.22971	0.42102	0.92178	236	5	0.15258
DYNLL1	12	0.65782	0.88589	1.0	356	1	0.12197	0.23285	0.42308	0.92178	237	6	0.12197
CCS	12	0.99172	0.99421	1.0	482	0	0.16699	0.2333	0.42308	0.92178	238	5	0.16699
PSMD12	12	0.20118	0.53427	1.0	169	5	0.059488	0.23602	0.42698	0.92178	239	6	0.059488
CTU2	12	0.95506	0.98497	1.0	449	1	0.066105	0.23923	0.42876	0.92178	240	4	0.066105
LOC105375800	12	0.1245	0.40842	1.0	133	6	-0.00039241	0.23966	0.42876	0.92178	241	6	-0.00039241
SPDEF	12	0.087527	0.33858	1.0	110	5	0.089441	0.24286	0.43043	0.92178	242	5	0.089441
MEIKIN	12	0.074081	0.27957	1.0	102	4	-0.075941	0.24801	0.43882	0.92178	243	4	-0.075941
FAM65A	12	0.43638	0.74886	1.0	269	4	0.15103	0.25239	0.43883	0.92178	244	6	0.15103
ZNF177	12	0.18707	0.52655	1.0	163	5	-0.023136	0.25348	0.44053	0.92178	245	4	-0.023136
SRGAP2	12	0.4878	0.79548	1.0	292	4	1.1136e-05	0.25581	0.44053	0.92178	246	5	1.1136e-05
STX4	12	0.13662	0.42748	1.0	137	5	0.077308	0.25682	0.44053	0.92178	247	5	0.077308
