id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
RXRB	12	0.96258	0.996	1.0	422	0	0.56992	0.00070419	0.0019467	0.017257	59	8	0.56992
MTF1	12	0.92095	0.99146	1.0	382	1	0.38964	0.00096031	0.0021548	0.018474	60	11	0.38964
DDX28	12	0.99982	0.99999	1.0	492	0	0.42936	0.0011077	0.0023232	0.019597	61	11	0.42936
CAMKK2	9	0.99876	0.99977	1.0	483	0	0.33211	0.0012428	0.0020656	0.018005	62	9	0.33211
ZBTB17	12	0.9875	0.99892	1.0	458	0	0.38705	0.0012434	0.0024123	0.019713	63	11	0.38705
UQCC1	12	0.96822	0.99644	1.0	429	0	0.41871	0.0012572	0.0024123	0.019713	64	9	0.41871
ZC3H4	12	0.94993	0.99473	1.0	401	1	0.6623	0.0016402	0.0032544	0.025789	65	9	0.6623
MBNL1	12	0.9984	0.99979	1.0	482	0	0.2711	0.0018211	0.0039677	0.030972	66	10	0.2711
ZNF236	9	0.50712	0.89096	1.0	228	1	0.63895	0.0019897	0.0030167	0.024273	67	8	0.63895
CCDC43	12	0.78071	0.98375	1.0	332	1	0.5067	0.0020929	0.0041163	0.03166	68	9	0.5067
TMEM214	12	0.5376	0.94901	1.0	244	2	0.44347	0.002584	0.0049882	0.037809	69	9	0.44347
SOX12	12	0.92499	0.99196	1.0	384	1	0.49493	0.0031591	0.0059888	0.044745	70	10	0.49493
OTX2	12	0.98681	0.99891	1.0	456	0	0.35824	0.0034114	0.0067615	0.049619	71	9	0.35824
ZNF219	12	0.74661	0.98028	1.0	318	1	0.47644	0.003552	0.0068309	0.049619	72	8	0.47644
NRBP1	12	0.95757	0.99556	1.0	416	0	0.38173	0.0040462	0.0081287	0.05745	73	10	0.38173
KLHDC3	12	0.77835	0.98374	1.0	331	1	0.30794	0.0045566	0.0088915	0.062003	74	9	0.30794
FADS2	12	0.84364	0.98736	1.0	354	1	0.52192	0.0049642	0.0098327	0.066786	75	9	0.52192
C21orf59	12	0.59187	0.95443	1.0	254	2	0.28271	0.0051155	0.0098327	0.066786	76	10	0.28271
PHB2	6	0.99387	0.99803	1.0	468	0	0.70119	0.0061344	0.00799	0.057243	77	6	0.70119
KMT2D	12	0.6471	0.95991	1.0	278	1	0.31182	0.0086296	0.014974	0.097966	78	10	0.31182
FARSA	9	0.68057	0.95353	1.0	284	1	0.4416	0.0086577	0.015093	0.097966	79	8	0.4416
GAPDH	12	0.99496	0.99966	1.0	472	0	0.30998	0.0087253	0.014974	0.097966	80	10	0.30998
IRF2BP2	12	0.9748	0.99753	1.0	436	0	0.28911	0.0089953	0.015173	0.097966	81	9	0.28911
RALGAPB	12	0.9979	0.99978	1.0	480	0	0.3332	0.011479	0.0208	0.132661	82	9	0.3332
MARVELD3	12	0.75453	0.98128	1.0	321	1	0.2752	0.012042	0.021067	0.132749	83	10	0.2752
GCOM1	12	0.99313	0.99953	1.0	467	0	0.32807	0.01252	0.022474	0.139927	84	9	0.32807
TNFRSF8	12	0.78172	0.98399	1.0	333	2	0.37173	0.013356	0.026169	0.158228	85	8	0.37173
VPS29	12	0.69253	0.97018	1.0	290	2	0.34669	0.013658	0.027239	0.158228	86	10	0.34669
ETV4	12	0.99208	0.99944	1.0	465	0	0.33996	0.013695	0.027249	0.158228	87	10	0.33996
ZFP36L1	12	0.60908	0.95584	1.0	262	1	0.33114	0.01404	0.027576	0.158228	88	10	0.33114
CCDC115	12	0.99633	0.99974	1.0	476	0	0.40153	0.014236	0.027725	0.158228	89	9	0.40153
FRY	12	0.99619	0.99974	1.0	475	0	0.31867	0.014367	0.027834	0.158228	90	8	0.31867
IGF2R	12	0.95921	0.99599	1.0	418	0	0.32222	0.014445	0.027834	0.158228	91	9	0.32222
FAM134C	12	0.78265	0.98399	1.0	334	2	0.19907	0.014748	0.027834	0.158228	92	7	0.19907
BCL6	12	0.98733	0.99892	1.0	457	0	0.41302	0.016299	0.029458	0.162231	93	7	0.41302
TMEM253	12	0.89462	0.98881	1.0	368	1	0.26001	0.016773	0.029468	0.162231	94	8	0.26001
HHEX	12	0.50894	0.94505	1.0	230	1	0.60277	0.01695	0.030885	0.164825	95	8	0.60277
NSA2	12	0.9668	0.99643	1.0	425	0	0.4017	0.01695	0.030885	0.164825	96	6	0.4017
BCAT2	12	0.97328	0.99726	1.0	433	0	0.38399	0.017116	0.030885	0.164825	97	7	0.38399
MLXIPL	12	0.48312	0.94202	1.0	222	3	0.40969	0.018241	0.034996	0.184016	98	7	0.40969
CREG2	12	0.15794	0.77367	1.0	113	3	0.28656	0.018507	0.035185	0.184016	99	9	0.28656
ZNF410	12	0.40008	0.91243	1.0	194	2	0.33632	0.020715	0.036354	0.188247	100	8	0.33632
FARSB	9	0.99503	0.99912	1.0	473	0	0.47294	0.021034	0.028438	0.159925	101	7	0.47294
FLAD1	12	0.88554	0.9888	1.0	367	1	0.33446	0.021392	0.039435	0.201343	102	8	0.33446
ELOF1	12	0.72086	0.97643	1.0	303	1	0.30252	0.022283	0.039653	0.201343	103	9	0.30252
MLLT1	12	0.94034	0.99445	1.0	392	1	0.20898	0.023257	0.043189	0.217193	104	9	0.20898
MPDU1	12	0.84738	0.98736	1.0	355	1	0.32424	0.025264	0.043665	0.217493	105	8	0.32424
TFRC	12	0.90102	0.98917	1.0	370	1	0.31998	0.026051	0.046805	0.230522	106	9	0.31998
MROH2A	12	0.99102	0.99934	1.0	461	0	0.23619	0.027009	0.047162	0.230522	107	9	0.23619
SALL2	12	0.78414	0.984	1.0	336	2	0.36652	0.027808	0.047984	0.232369	108	8	0.36652
SMARCA4	12	0.87208	0.98848	1.0	362	1	0.31762	0.028764	0.048609	0.23309	109	9	0.31762
POLE3	12	0.9657	0.996	1.0	423	0	0.38458	0.028999	0.049025	0.23309	110	8	0.38458
GRB2	12	0.70772	0.97354	1.0	297	1	0.32439	0.029732	0.04953	0.233371	111	9	0.32439
GPBP1L1	12	0.62778	0.95667	1.0	266	1	0.33136	0.030686	0.050035	0.233646	112	9	0.33136
CEBPA	12	0.73902	0.97915	1.0	315	1	0.32916	0.03185	0.052968	0.243001	113	8	0.32916
LOC646471	12	0.72119	0.97643	1.0	304	2	0.3486	0.031863	0.052968	0.243001	114	8	0.3486
MDH1	12	0.7682	0.98242	1.0	326	1	0.28907	0.032507	0.053602	0.243771	115	9	0.28907
FNTB	12	0.66894	0.96308	1.0	281	1	0.21151	0.034158	0.054087	0.243858	116	9	0.21151
LAS1L	9	0.9542	0.99231	1.0	411	0	0.38754	0.035148	0.085076	0.373906	117	7	0.38754
SETD1A	12	0.93639	0.99336	1.0	387	1	0.291	0.037208	0.056782	0.251669	118	9	0.291
ADAP1	12	0.95715	0.99531	1.0	414	0	0.25019	0.037247	0.056782	0.251669	119	6	0.25019
RPS9	9	0.43882	0.87492	1.0	204	2	0.36373	0.037561	0.090456	0.394236	120	5	0.36373
PDGFA	12	0.94796	0.99472	1.0	399	1	0.21186	0.039955	0.091981	0.397572	121	7	0.21186
SMARCA1	12	0.99952	0.99992	1.0	485	0	0.3445	0.04105	0.092972	0.39856	122	9	0.3445
BACH1	12	0.91317	0.99016	1.0	376	1	0.33936	0.044467	0.1039	0.440268	123	9	0.33936
B3GNT2	12	0.94981	0.99473	1.0	400	1	0.25621	0.045293	0.10438	0.440268	124	8	0.25621
CHD2	12	0.97597	0.99774	1.0	438	0	0.22552	0.049215	0.11319	0.473596	125	9	0.22552
FAM110D	12	0.67682	0.96613	1.0	283	2	0.27901	0.050745	0.11426	0.474278	126	8	0.27901
RRBP1	12	0.72231	0.97643	1.0	305	2	0.27079	0.052194	0.11702	0.475668	127	8	0.27079
PGM1	12	0.95379	0.9953	1.0	409	1	0.26874	0.052565	0.11703	0.475668	128	8	0.26874
PSMD12	12	0.51004	0.94505	1.0	231	2	0.31813	0.053384	0.11822	0.475668	129	9	0.31813
GTF3A	12	0.96866	0.99644	1.0	430	0	0.34331	0.053728	0.11823	0.475668	130	8	0.34331
CYP2C18	12	0.96596	0.99623	1.0	424	0	0.21164	0.057165	0.12159	0.485445	131	8	0.21164
NFYA	12	0.82969	0.98735	1.0	350	1	0.34725	0.057863	0.12354	0.487066	132	6	0.34725
FAM24B-CUZD1	12	0.6921	0.97018	1.0	289	1	0.31689	0.059704	0.12388	0.487066	133	8	0.31689
ITIH1	12	0.42419	0.92537	1.0	199	3	0.055424	0.060329	0.12479	0.487066	134	4	0.055424
SNAI3-AS1	12	0.95113	0.99473	1.0	405	1	0.20568	0.061768	0.12684	0.491403	135	8	0.20568
PAX9	12	0.97493	0.99753	1.0	437	0	0.27318	0.067719	0.14236	0.541507	136	8	0.27318
USP17L2	12	0.794	0.98594	1.0	343	2	0.23224	0.068592	0.14237	0.541507	137	8	0.23224
TFDP1	12	0.58514	0.95443	1.0	250	2	0.29664	0.069063	0.14554	0.547601	138	7	0.29664
CCS	12	0.95077	0.99473	1.0	404	1	0.26828	0.069711	0.14886	0.550992	139	7	0.26828
IQCF1	12	0.36123	0.90129	1.0	177	1	0.23859	0.073779	0.1496	0.550992	140	7	0.23859
TUT1	6	0.69794	0.89183	1.0	294	1	0.55867	0.078906	0.14288	0.541507	141	4	0.55867
RAP1GAP	12	0.95845	0.9958	1.0	417	0	0.21094	0.079733	0.15508	0.567176	142	8	0.21094
GAGE12B	6	0.82141	0.94142	1.0	347	0	0.3535	0.080186	0.14811	0.550992	143	4	0.3535
PMFBP1	12	0.013424	0.36995	1.0	61	6	-0.17571	0.084679	0.1725	0.617947	144	4	-0.17571
EPHA2	12	0.97847	0.99815	1.0	442	0	0.2115	0.085817	0.17251	0.617947	145	8	0.2115
CABIN1	12	0.75086	0.98091	1.0	320	1	0.21372	0.086563	0.17681	0.624825	146	8	0.21372
PPIC	12	0.63607	0.95781	1.0	272	2	0.25845	0.087008	0.17681	0.624825	147	8	0.25845
SCAMP2	12	0.92178	0.99146	1.0	383	1	0.21764	0.087187	0.18122	0.631833	148	8	0.21764
TRIM38	12	0.77547	0.98308	1.0	330	2	0.23171	0.088125	0.18123	0.631833	149	7	0.23171
MCM5	12	0.25431	0.85275	1.0	148	3	0.10228	0.089379	0.18242	0.631833	150	5	0.10228
COA6	12	0.55852	0.95193	1.0	246	2	0.20223	0.091828	0.18496	0.632243	151	7	0.20223
WDR18	12	0.98348	0.99839	1.0	449	0	0.2439	0.095688	0.19196	0.647719	152	7	0.2439
LOC105375800	12	0.23863	0.84809	1.0	141	3	0.31047	0.096267	0.19196	0.647719	153	8	0.31047
ELF4	12	0.97796	0.99815	1.0	441	0	0.22019	0.10025	0.19812	0.650354	154	8	0.22019
TAF2	9	0.70482	0.95636	1.0	296	1	0.19977	0.10488	0.17163	0.617947	155	4	0.19977
RPS6	6	0.68251	0.88942	1.0	286	1	0.54466	0.10529	0.18454	0.632243	156	4	0.54466
EGLN2	12	0.94161	0.99445	1.0	394	1	0.2079	0.10552	0.19977	0.650354	157	6	0.2079
PPP1R10	12	0.4423	0.92958	1.0	207	1	0.28698	0.10807	0.20211	0.650354	158	7	0.28698
ST3GAL4	12	0.43452	0.92853	1.0	201	1	0.23288	0.1093	0.20212	0.650354	159	8	0.23288
CAPZA1	12	0.97894	0.99815	1.0	444	0	0.16757	0.10993	0.20212	0.650354	160	8	0.16757
RAB20	12	0.6293	0.95719	1.0	268	1	0.18502	0.1112	0.20269	0.650354	161	8	0.18502
CHRND	12	0.34865	0.89881	1.0	173	2	0.21285	0.11301	0.20888	0.654367	162	8	0.21285
NXF5	12	0.69528	0.97079	1.0	292	1	0.24304	0.1131	0.20888	0.654367	163	8	0.24304
TMEM88	12	0.73466	0.97754	1.0	313	2	0.14653	0.11333	0.20889	0.654367	164	8	0.14653
RN7SK	6	0.9395	0.98418	1.0	391	0	0.37941	0.11548	0.20215	0.650354	165	4	0.37941
OR52B2	12	0.83154	0.98735	1.0	351	1	0.1283	0.11557	0.2109	0.654367	166	6	0.1283
FOXB1	12	0.95941	0.99599	1.0	419	0	0.24678	0.11615	0.21091	0.654367	167	8	0.24678
CPSF4	12	0.99415	0.99958	1.0	470	0	0.16851	0.11757	0.21145	0.654367	168	8	0.16851
TADA2A	12	0.64419	0.9599	1.0	276	2	0.22075	0.12233	0.23649	0.714926	169	6	0.22075
DNAJC5G	12	0.79148	0.98558	1.0	341	2	0.20915	0.1235	0.23834	0.714926	170	8	0.20915
TSPYL4	12	0.78351	0.98399	1.0	335	1	0.20611	0.1251	0.24085	0.714926	171	8	0.20611
RTEL1	9	0.36997	0.86223	1.0	185	2	0.37334	0.12691	0.20119	0.650354	172	6	0.37334
HNF1A	12	0.99188	0.99944	1.0	464	0	0.23014	0.12881	0.24347	0.714926	173	8	0.23014
LRRC8A	12	0.29211	0.87849	1.0	159	2	0.13033	0.13002	0.24514	0.714926	174	5	0.13033
ZC3H18	12	0.75763	0.98129	1.0	322	1	0.30891	0.1313	0.24609	0.714926	175	7	0.30891
TRPM4	12	0.72365	0.97644	1.0	306	2	0.053289	0.1323	0.2461	0.714926	176	5	0.053289
MCCC2	12	0.99124	0.99939	1.0	462	0	0.21753	0.13283	0.24646	0.714926	177	8	0.21753
EIF5A	12	0.97861	0.99815	1.0	443	0	0.28988	0.13343	0.24647	0.714926	178	8	0.28988
MIR100HG	12	0.13805	0.74655	1.0	109	2	0.19271	0.13475	0.24758	0.714926	179	8	0.19271
ZNF833P	12	0.97276	0.99725	1.0	432	0	0.23029	0.13632	0.24878	0.714926	180	8	0.23029
COPS4	12	0.74025	0.97916	1.0	316	2	0.10032	0.13663	0.24878	0.714926	181	6	0.10032
SPAG7	12	0.93773	0.9941	1.0	389	1	0.22504	0.13766	0.24879	0.714926	182	8	0.22504
RBM22	12	0.52725	0.94699	1.0	242	3	0.10465	0.13981	0.25123	0.717985	183	6	0.10465
SURF1	12	0.73335	0.97754	1.0	312	2	0.2558	0.1401	0.255	0.718317	184	7	0.2558
FNDC3B	12	0.15966	0.78013	1.0	116	4	0.047126	0.14194	0.26028	0.718317	185	6	0.047126
SIX5	12	0.47971	0.94201	1.0	219	1	0.1978	0.14387	0.2612	0.718317	186	8	0.1978
HIST1H2BG	12	0.74365	0.98027	1.0	317	2	0.21469	0.14651	0.26264	0.718317	187	6	0.21469
SENP3-EIF4A1	12	0.71415	0.97437	1.0	301	2	0.13151	0.14878	0.26501	0.718317	188	5	0.13151
ZNF3	12	0.94592	0.99446	1.0	398	1	0.23346	0.15025	0.26647	0.718317	189	8	0.23346
DNAH17	12	0.87121	0.98848	1.0	361	1	0.19178	0.15077	0.26647	0.718317	190	8	0.19178
PACRGL	12	0.57775	0.95442	1.0	249	2	0.23619	0.15681	0.26776	0.718317	191	8	0.23619
SLC29A2	12	0.51901	0.94571	1.0	237	3	0.051228	0.15794	0.26776	0.718317	192	5	0.051228
SMARCE1	12	0.97389	0.99752	1.0	435	0	0.20683	0.15935	0.26853	0.718317	193	8	0.20683
CYB5D1	12	0.99167	0.99943	1.0	463	0	0.1444	0.15976	0.2692	0.718317	194	8	0.1444
HIST1H2BC	12	0.90259	0.98918	1.0	372	1	0.17817	0.16013	0.2692	0.718317	195	6	0.17817
ZNF207	9	0.96769	0.99517	1.0	426	0	0.31772	0.16088	0.25705	0.718317	196	6	0.31772
CHAF1B	12	0.86246	0.98785	1.0	358	1	0.20028	0.17008	0.27424	0.727286	197	7	0.20028
POMGNT2	12	0.93107	0.99264	1.0	385	1	0.15633	0.17164	0.27534	0.727286	198	7	0.15633
SIX6	12	0.98784	0.99898	1.0	459	0	0.19368	0.17358	0.27758	0.729515	199	7	0.19368
UBA2	12	0.36161	0.90129	1.0	179	3	0.035935	0.18055	0.28073	0.730454	200	6	0.035935
ZFPM1	12	0.73596	0.97813	1.0	314	2	0.16761	0.18072	0.28073	0.730454	201	6	0.16761
IREB2	12	0.68629	0.96854	1.0	288	1	0.22808	0.18423	0.29013	0.74748	202	7	0.22808
FAM20A	12	0.79003	0.98525	1.0	339	2	0.17772	0.18643	0.29013	0.74748	203	7	0.17772
CARM1	12	0.69718	0.97129	1.0	293	1	0.2036	0.19408	0.29994	0.76896	204	7	0.2036
ARFRP1	12	0.61587	0.95666	1.0	264	2	0.051187	0.20099	0.30524	0.771071	205	3	0.051187
CYC1	12	0.09744	0.69223	1.0	99	3	0.20493	0.20203	0.30524	0.771071	206	7	0.20493
UCKL1-AS1	6	0.5699	0.8741	1.0	248	1	0.22933	0.20437	0.30679	0.771071	207	4	0.22933
WDHD1	12	0.91155	0.99016	1.0	375	1	0.043058	0.20519	0.30743	0.771071	208	4	0.043058
SCX	12	0.52274	0.94571	1.0	239	3	0.0375	0.20806	0.3096	0.771071	209	4	0.0375
RSRP1	12	0.62917	0.95719	1.0	267	2	0.16755	0.2137	0.30961	0.771071	210	7	0.16755
RALGAPA2	12	0.86338	0.98785	1.0	359	1	0.26616	0.21733	0.3313	0.813508	211	7	0.26616
TEN1	12	0.95036	0.99473	1.0	402	1	0.18554	0.21862	0.33131	0.813508	212	5	0.18554
SUMO2	12	0.096106	0.69222	1.0	98	4	-0.092067	0.21933	0.33131	0.813508	213	4	-0.092067
SIRT5	12	0.22483	0.84496	1.0	135	4	0.24969	0.22368	0.34202	0.823917	214	7	0.24969
CBX2	12	0.26097	0.86127	1.0	151	2	0.13212	0.22483	0.34202	0.823917	215	5	0.13212
FAM65A	12	0.91805	0.99076	1.0	379	1	0.19746	0.22673	0.34203	0.823917	216	7	0.19746
MIR5089	6	0.79097	0.93109	1.0	340	0	0.23401	0.22726	0.33872	0.823917	217	3	0.23401
CITED2	12	0.20823	0.82858	1.0	128	4	0.076388	0.22745	0.34343	0.823917	218	5	0.076388
LOC100996351	9	0.59751	0.93643	1.0	256	2	0.1014	0.23026	0.39747	0.915763	219	4	0.1014
RNF113A	12	0.6585	0.96244	1.0	279	2	0.2191	0.23044	0.34988	0.835557	220	6	0.2191
CUL7	12	0.90907	0.98952	1.0	374	1	0.13535	0.23396	0.35365	0.840732	221	6	0.13535
FRYL	12	0.45702	0.93526	1.0	214	3	0.19184	0.23765	0.35761	0.842494	222	7	0.19184
HIST1H3F	12	0.32404	0.88928	1.0	166	1	0.050478	0.23926	0.35762	0.842494	223	5	0.050478
IRS4	12	0.48978	0.94379	1.0	223	2	0.16962	0.23987	0.36269	0.850612	224	7	0.16962
ARPC4	12	0.72493	0.97644	1.0	307	1	-0.041229	0.24543	0.37423	0.87308	225	4	-0.041229
ZNF281	12	0.98374	0.99839	1.0	450	0	0.1681	0.24604	0.37561	0.87308	226	6	0.1681
TAOK1	12	0.74785	0.98028	1.0	319	2	0.15369	0.24844	0.37817	0.875155	227	7	0.15369
ZNF233	12	0.71139	0.97355	1.0	300	2	0.19412	0.25119	0.40139	0.920723	228	6	0.19412
EGFR	12	0.4978	0.9438	1.0	224	3	0.075483	0.2538	0.40677	0.922829	229	4	0.075483
CCNI2	12	0.79875	0.98595	1.0	344	1	0.1645	0.25506	0.40759	0.922829	230	7	0.1645
RNASEK-C17orf49	12	0.51233	0.94505	1.0	234	3	0.11624	0.25576	0.4076	0.922829	231	6	0.11624
YTHDC1	12	0.71643	0.97528	1.0	302	2	0.17924	0.25834	0.42158	0.942263	232	6	0.17924
GPR4	12	0.97335	0.99726	1.0	434	0	0.16488	0.25849	0.42158	0.942263	233	7	0.16488
CDKN2A-AS1	12	0.51867	0.94571	1.0	236	1	0.15922	0.2599	0.42159	0.942263	234	7	0.15922
ACAT2	12	0.99289	0.99953	1.0	466	0	0.17506	0.26142	0.42412	0.943898	235	7	0.17506
TMEM50A	12	0.97998	0.99816	1.0	446	0	0.21215	0.26377	0.42676	0.945739	236	7	0.21215
AGPAT6	12	0.96794	0.99644	1.0	428	0	0.12524	0.26965	0.42917	0.947061	237	6	0.12524
ZNF99	12	0.70254	0.97183	1.0	295	2	0.16531	0.27671	0.43242	0.947377	238	7	0.16531
USP22	12	0.59942	0.95511	1.0	258	1	0.14506	0.27784	0.43473	0.947377	239	7	0.14506
MYBBP1A	12	0.86742	0.98848	1.0	360	1	0.20461	0.27856	0.43474	0.947377	240	7	0.20461
RFX8	12	0.36857	0.90406	1.0	184	3	0.10206	0.27932	0.43701	0.948369	241	5	0.10206
TAF10	9	0.63255	0.94531	1.0	270	1	0.065715	0.29053	0.44181	0.954813	242	4	0.065715
TCP10	12	0.9807	0.99816	1.0	448	0	0.15458	0.29127	0.48297	1.0	243	7	0.15458
ABCG5	12	0.36232	0.9013	1.0	181	2	0.21747	0.30131	0.50127	1.0	244	7	0.21747
ZNF177	12	0.63787	0.95782	1.0	273	2	0.084616	0.30155	0.50127	1.0	245	5	0.084616
