id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
RALGAPB	12	0.9999	0.99996	1.0	503	0	0.58243	7.9977e-07	1.486e-05	0.000457	16	11	0.58243
ATG4D	12	0.9991	0.99963	1.0	487	0	0.57725	8.7419e-07	1.486e-05	0.000457	17	11	0.57725
MYNN	12	0.99915	0.99964	1.0	489	0	0.49098	1.4913e-06	2.4767e-05	0.00072	18	10	0.49098
SMARCA4	12	0.99999	1.0	1.0	510	0	0.68412	5.4435e-06	5.4488e-05	0.0015	19	12	0.68412
PEX6	12	0.99978	0.99994	1.0	497	0	0.49832	5.8151e-06	6.4395e-05	0.001684	20	11	0.49832
CCT6B	12	0.99999	0.99999	1.0	508	0	0.37528	1.0525e-05	8.4209e-05	0.002097	21	12	0.37528
CERS6	12	0.99989	0.99996	1.0	501	0	0.36648	2.2852e-05	0.00020309	0.004828	22	10	0.36648
VPS29	12	0.99964	0.99991	1.0	492	0	0.51976	2.875e-05	0.00022291	0.005069	23	11	0.51976
DCPS	12	0.9999	0.99996	1.0	504	0	0.341	4.9069e-05	0.00032198	0.007016	24	11	0.341
MBNL1	12	0.99995	0.99998	1.0	505	0	0.469	5.1241e-05	0.00034179	0.007075	25	11	0.469
PDCD10	12	0.98385	0.99497	1.0	459	1	0.64615	5.3129e-05	0.0003517	0.007075	26	10	0.64615
STRAP	12	0.99968	0.99992	1.0	495	0	0.50541	6.9784e-05	0.00044086	0.00854	27	10	0.50541
MBOAT7	12	0.99979	0.99994	1.0	498	0	0.53779	8.7841e-05	0.00069844	0.012775	28	11	0.53779
PBRM1	12	0.99989	0.99996	1.0	502	0	0.4099	9.1645e-05	0.00070835	0.012775	29	11	0.4099
ZC3H4	12	0.99996	0.99998	1.0	506	0	0.43793	0.00011586	0.00076779	0.013121	30	10	0.43793
USP22	12	0.99235	0.99714	1.0	474	0	0.42923	0.00011824	0.0007777	0.013121	31	11	0.42923
BCAT2	12	0.99988	0.99996	1.0	500	0	0.3814	0.00020608	0.0012037	0.019673	32	11	0.3814
CASR	9	0.53503	0.85134	1.0	265	2	0.67389	0.00020709	0.0014316	0.022021	33	7	0.67389
SMARCE1	12	0.98738	0.99555	1.0	468	1	0.58435	0.00021536	0.0012532	0.019862	34	8	0.58435
NR5A1	12	0.97043	0.99215	1.0	447	1	0.41617	0.00030249	0.0017783	0.026573	35	10	0.41617
MLLT1	12	0.99938	0.99973	1.0	490	0	0.43687	0.00032072	0.0019863	0.028857	36	10	0.43687
SOX12	12	0.92926	0.98775	1.0	425	1	0.4854	0.0003575	0.0020953	0.029618	37	9	0.4854
SPAG7	12	0.99966	0.99992	1.0	493	0	0.44122	0.0003788	0.0026402	0.036338	38	10	0.44122
KAT7	12	0.77788	0.96289	1.0	358	1	0.42303	0.00046791	0.0033733	0.04303	39	9	0.42303
SP5	12	0.66098	0.93004	1.0	299	1	0.27393	0.00046948	0.0033733	0.04303	40	9	0.27393
CCDC93	9	0.99831	0.99937	1.0	483	0	0.48784	0.00052287	0.0029374	0.039392	41	8	0.48784
CDIPT	12	0.99996	0.99998	1.0	507	0	0.29912	0.00074157	0.005117	0.063718	42	10	0.29912
NFYA	12	0.76356	0.96112	1.0	351	2	0.57033	0.00099557	0.0062067	0.075491	43	8	0.57033
IREB2	12	0.99544	0.9985	1.0	478	0	0.3696	0.0011102	0.0065039	0.076087	44	8	0.3696
TFRC	12	0.9996	0.99989	1.0	491	0	0.39562	0.0011427	0.0066426	0.076087	45	10	0.39562
MGAT1	12	0.89433	0.98076	1.0	402	2	0.46368	0.0011597	0.0066922	0.076087	46	9	0.46368
RFX7	12	0.93876	0.98855	1.0	431	1	0.47537	0.0012335	0.0073757	0.082075	47	8	0.47537
SQLE	12	0.54953	0.89776	1.0	273	2	0.39416	0.001523	0.0082376	0.089756	48	9	0.39416
SMARCA1	12	0.98589	0.99498	1.0	466	1	0.36261	0.0016556	0.0094958	0.101353	49	10	0.36261
GPBP1L1	12	0.96098	0.99018	1.0	440	1	0.41851	0.0018205	0.01015	0.106166	50	10	0.41851
EBP	12	0.97619	0.99253	1.0	454	1	0.39943	0.0020105	0.010576	0.108453	51	10	0.39943
CCNI2	12	0.99967	0.99992	1.0	494	0	0.25638	0.0021228	0.010952	0.110153	52	10	0.25638
CCDC101	12	0.99487	0.99844	1.0	477	0	0.33879	0.0026807	0.012091	0.119318	53	9	0.33879
CCS	12	0.79003	0.96449	1.0	364	2	0.28915	0.0031753	0.014112	0.136682	54	9	0.28915
CYC1	12	0.90147	0.98233	1.0	407	1	0.26925	0.0037222	0.016203	0.154074	55	9	0.26925
TMEM88	12	0.9997	0.99993	1.0	496	0	0.19908	0.0044289	0.021335	0.195755	56	9	0.19908
UCKL1-AS1	6	0.76209	0.88351	1.0	349	1	0.36005	0.0048672	0.019155	0.178895	57	5	0.36005
TAF8	12	0.95356	0.98998	1.0	435	1	0.39662	0.0048741	0.022791	0.205512	58	8	0.39662
SALL2	12	0.98745	0.99556	1.0	469	1	0.41369	0.0053988	0.026367	0.23139	59	9	0.41369
TEN1	12	0.74974	0.9561	1.0	344	3	0.28884	0.0054869	0.026546	0.23139	60	8	0.28884
BARX1	12	0.88853	0.97986	1.0	399	2	0.17327	0.0059367	0.028914	0.24011	61	6	0.17327
FLAD1	12	0.83816	0.97226	1.0	377	2	0.25749	0.006033	0.028914	0.24011	62	9	0.25749
GMEB1	12	0.58225	0.90897	1.0	282	3	0.4378	0.0061191	0.028923	0.24011	63	7	0.4378
NFYC	12	0.13983	0.54678	1.0	144	4	0.50035	0.0068727	0.034343	0.280643	64	8	0.50035
CTCF	12	0.86082	0.97695	1.0	385	2	0.27989	0.0073541	0.037542	0.302073	65	7	0.27989
ZNF468	12	0.85717	0.97602	1.0	382	2	0.11806	0.0096961	0.048737	0.386207	66	6	0.11806
FAM71B	12	0.892	0.98075	1.0	401	2	0.20139	0.0099147	0.050342	0.39297	67	9	0.20139
UQCC1	12	0.984	0.99497	1.0	460	1	0.21057	0.010227	0.051561	0.396564	68	9	0.21057
RFX8	12	0.42891	0.84004	1.0	225	2	0.37663	0.011533	0.058456	0.421428	69	8	0.37663
IBA57	12	0.89092	0.98075	1.0	400	2	0.26932	0.011691	0.058605	0.421428	70	7	0.26932
PET117	12	0.9663	0.99067	1.0	445	1	0.31394	0.012136	0.058823	0.421428	71	8	0.31394
CTNNBIP1	12	0.73854	0.95104	1.0	338	2	0.078205	0.012178	0.058823	0.421428	72	5	0.078205
NDUFS3	9	0.31934	0.72417	1.0	190	1	0.52014	0.013512	0.054325	0.411767	73	6	0.52014
ZNF860	12	0.98577	0.99498	1.0	465	1	0.27553	0.013826	0.061379	0.429741	74	9	0.27553
ELOF1	12	0.99794	0.99919	1.0	482	0	0.26174	0.014112	0.061626	0.429741	75	9	0.26174
CUL7	12	0.85654	0.97601	1.0	381	1	0.20115	0.014602	0.062746	0.43179	76	8	0.20115
SENP3-EIF4A1	12	0.92656	0.98774	1.0	422	1	0.27302	0.015972	0.064777	0.439977	77	8	0.27302
VEZF1	12	0.96404	0.99044	1.0	443	1	0.26951	0.016875	0.067818	0.45473	78	8	0.26951
MYLIP	12	0.99876	0.99949	1.0	484	0	0.24503	0.020534	0.081024	0.509946	79	8	0.24503
FNTB	12	0.49136	0.87357	1.0	245	4	0.28604	0.022111	0.084819	0.509946	80	8	0.28604
ZNF626	12	0.66825	0.9343	1.0	305	1	0.28173	0.022303	0.084819	0.509946	81	7	0.28173
TM4SF5	12	0.84772	0.97439	1.0	379	1	0.19459	0.022552	0.084819	0.509946	82	7	0.19459
CBX2	12	0.3028	0.77587	1.0	183	5	0.3927	0.022588	0.084819	0.509946	83	7	0.3927
EML2	12	0.97335	0.99252	1.0	450	1	0.23652	0.022792	0.084828	0.509946	84	7	0.23652
SCAF4	12	0.13154	0.53709	1.0	139	4	0.0701	0.022844	0.084828	0.509946	85	6	0.0701
IRF9	12	0.30404	0.77767	1.0	184	3	0.28251	0.023081	0.084828	0.509946	86	7	0.28251
TAF10	9	0.7823	0.94177	1.0	360	1	-0.0081358	0.023774	0.076526	0.506624	87	3	-0.0081358
AKAP9	12	0.76458	0.96112	1.0	353	3	0.24977	0.024722	0.097916	0.58193	88	7	0.24977
NCOA3	12	0.75714	0.95745	1.0	347	3	0.25392	0.027544	0.10359	0.60875	89	7	0.25392
ZNF410	12	0.58778	0.91023	1.0	285	3	0.1884	0.03034	0.10695	0.614673	90	7	0.1884
ZC3H13	12	0.96323	0.99043	1.0	442	1	0.27592	0.030352	0.10695	0.614673	91	8	0.27592
PMFBP1	12	0.9721	0.99216	1.0	449	1	0.21232	0.031261	0.11086	0.623517	92	8	0.21232
MYBBP1A	12	0.29862	0.77586	1.0	181	4	0.32751	0.032001	0.11087	0.623517	93	7	0.32751
PIKFYVE	12	0.91873	0.98512	1.0	419	2	0.22643	0.033141	0.11245	0.625648	94	8	0.22643
ZFP36L1	12	0.71916	0.94857	1.0	330	2	0.10328	0.033606	0.11464	0.62724	95	6	0.10328
SIX6	12	0.59942	0.91368	1.0	288	1	0.25016	0.034203	0.11513	0.62724	96	8	0.25016
MDH1	12	0.96655	0.99068	1.0	446	1	0.30852	0.034978	0.12356	0.66623	97	7	0.30852
SNAI3-AS1	12	0.74066	0.95201	1.0	339	3	0.22983	0.035566	0.12551	0.669795	98	8	0.22983
LOC646471	12	0.28645	0.75684	1.0	179	4	0.18517	0.037482	0.12805	0.676091	99	6	0.18517
TAOK1	12	0.87275	0.97743	1.0	392	2	0.15117	0.039604	0.13128	0.676091	100	8	0.15117
CUL5	12	0.73019	0.95007	1.0	335	3	0.25116	0.039656	0.13128	0.676091	101	7	0.25116
HAVCR1	12	0.68573	0.93778	1.0	313	2	0.25225	0.040086	0.13328	0.676091	102	7	0.25225
LRPPRC	12	0.97785	0.99309	1.0	455	1	0.20888	0.040922	0.13444	0.676091	103	8	0.20888
MPDU1	12	0.57686	0.9072	1.0	279	2	0.20084	0.040942	0.13444	0.676091	104	6	0.20084
USF1	12	0.90091	0.98232	1.0	406	1	0.24902	0.042695	0.13681	0.681446	105	8	0.24902
CNN1	12	0.98829	0.99594	1.0	470	1	0.18505	0.047266	0.1593	0.769145	106	8	0.18505
B3GNT2	12	0.74702	0.95306	1.0	343	2	0.20704	0.048317	0.16029	0.769145	107	7	0.20704
YBX2	12	0.56207	0.90343	1.0	277	2	0.17434	0.048946	0.1603	0.769145	108	8	0.17434
ABCG5	12	0.87028	0.97696	1.0	391	2	0.27506	0.049201	0.1603	0.769145	109	7	0.27506
SNX19	12	0.54381	0.89776	1.0	268	4	0.22721	0.049457	0.16217	0.771055	110	7	0.22721
HNRNPU	12	0.14369	0.56278	1.0	145	6	-0.19336	0.050601	0.16767	0.790015	111	4	-0.19336
CYP2C18	12	0.99895	0.99957	1.0	485	0	0.16444	0.054895	0.17618	0.800321	112	6	0.16444
ICAM3	12	0.97142	0.99215	1.0	448	1	0.17166	0.055471	0.17689	0.800321	113	8	0.17166
ELF4	12	0.90326	0.98442	1.0	410	2	0.22486	0.055996	0.17826	0.800321	114	7	0.22486
OTX2	12	0.92668	0.98774	1.0	423	2	0.18923	0.056432	0.18056	0.800321	115	6	0.18923
C21orf59	12	0.99905	0.99963	1.0	486	0	0.18512	0.056509	0.18056	0.800321	116	8	0.18512
EPHA2	12	0.87922	0.97856	1.0	394	2	0.17126	0.058494	0.18057	0.800321	117	8	0.17126
SIRT5	12	0.86252	0.97695	1.0	386	2	0.1483	0.059544	0.18057	0.800321	118	6	0.1483
ZNF99	12	0.73509	0.95008	1.0	336	3	0.02688	0.060828	0.18969	0.833354	119	5	0.02688
EPB41	12	0.43034	0.84004	1.0	226	3	0.21058	0.06472	0.19346	0.833354	120	7	0.21058
UGT1A9	12	0.82365	0.96957	1.0	374	1	0.23612	0.067316	0.19821	0.833354	121	7	0.23612
LOC105375800	12	0.30036	0.77587	1.0	182	3	0.070317	0.067493	0.19887	0.833354	122	4	0.070317
ZBTB17	12	0.77588	0.96224	1.0	356	3	0.24227	0.069563	0.19888	0.833354	123	7	0.24227
ZFP69	12	0.47917	0.86692	1.0	239	3	0.22556	0.071123	0.19952	0.833354	124	6	0.22556
SIX4	12	0.99566	0.99851	1.0	479	0	0.15353	0.071455	0.19952	0.833354	125	6	0.15353
SLC35F5	12	0.79525	0.96553	1.0	369	2	0.23211	0.07303	0.20077	0.833354	126	7	0.23211
GAGE1	12	0.93654	0.98855	1.0	430	1	0.21287	0.077486	0.21201	0.873098	127	7	0.21287
SYTL3	12	0.72377	0.95007	1.0	332	1	0.22306	0.077661	0.214	0.874373	128	7	0.22306
KDM3B	12	0.60627	0.9163	1.0	290	2	0.18007	0.081337	0.22116	0.896634	129	6	0.18007
ZNF3	12	0.80557	0.96688	1.0	370	2	0.14787	0.08494	0.23553	0.92508	130	6	0.14787
RSRP1	12	0.68228	0.93778	1.0	311	2	-0.028843	0.085297	0.23554	0.92508	131	5	-0.028843
ZNF512B	12	0.1081	0.50696	1.0	127	6	-0.038714	0.085654	0.23772	0.92508	132	6	-0.038714
GCOM1	12	0.28056	0.7497	1.0	178	4	-0.061695	0.086363	0.23837	0.92508	133	3	-0.061695
SLC25A40	12	0.0063272	0.096251	0.680262	74	4	-0.01863	0.08637	0.23837	0.92508	134	5	-0.01863
ZNF217	12	0.79292	0.96449	1.0	367	2	0.099199	0.087761	0.24056	0.92508	135	5	0.099199
MRPL33	12	0.976	0.99253	1.0	452	1	0.21499	0.088468	0.24056	0.92508	136	7	0.21499
DAGLA	12	0.98467	0.99497	1.0	462	1	0.18276	0.09043	0.24508	0.930258	137	7	0.18276
ST3GAL4	12	0.78489	0.96448	1.0	361	2	0.23989	0.096248	0.25327	0.936528	138	7	0.23989
WDR18	12	0.95042	0.98997	1.0	434	1	0.21449	0.098588	0.25428	0.936528	139	7	0.21449
MED26	12	0.95379	0.98998	1.0	436	1	0.28289	0.098684	0.25428	0.936528	140	7	0.28289
ONECUT1	12	0.92286	0.9865	1.0	420	1	0.13256	0.098794	0.25428	0.936528	141	7	0.13256
AGPAT6	12	0.91594	0.98511	1.0	418	1	0.089569	0.10141	0.25693	0.93969	142	6	0.089569
MIR5089	6	0.71753	0.86713	1.0	329	1	0.24779	0.10301	0.24546	0.930258	143	3	0.24779
ZNF236	9	0.78842	0.94409	1.0	362	1	0.30398	0.10604	0.30512	1.0	144	5	0.30398
YTHDC1	12	0.62034	0.92124	1.0	294	2	0.28078	0.10682	0.27137	0.984688	145	7	0.28078
C16orf62	12	0.21154	0.66803	1.0	158	3	0.20543	0.10716	0.273	0.984688	146	6	0.20543
LOC100270746	12	0.40887	0.82679	1.0	216	2	0.18935	0.10868	0.29773	1.0	147	7	0.18935
FRY	12	0.93123	0.98854	1.0	428	1	0.17662	0.10881	0.29773	1.0	148	7	0.17662
TMEM50A	12	0.91407	0.98487	1.0	417	1	0.17407	0.109	0.29773	1.0	149	6	0.17407
CHRND	12	0.58197	0.90897	1.0	281	2	0.15488	0.11055	0.30125	1.0	150	7	0.15488
SRGAP2	12	0.98515	0.99498	1.0	464	1	0.15496	0.11534	0.31992	1.0	151	7	0.15496
DDX28	12	0.014794	0.1733	0.974567	90	5	0.10269	0.11607	0.31993	1.0	152	6	0.10269
PAX9	12	0.52645	0.88616	1.0	259	3	0.21336	0.11779	0.32086	1.0	153	7	0.21336
PACRGL	12	0.68224	0.93778	1.0	310	3	0.20872	0.1227	0.33927	1.0	154	7	0.20872
ARFRP1	12	0.97945	0.99336	1.0	456	1	0.14445	0.12294	0.33927	1.0	155	7	0.14445
TMEM138	12	0.66902	0.9343	1.0	306	2	0.18448	0.12413	0.33928	1.0	156	7	0.18448
DNAH1	12	0.90034	0.98232	1.0	405	1	0.18005	0.12653	0.34568	1.0	157	7	0.18005
OR13C2	12	0.95457	0.98998	1.0	437	1	0.17794	0.13068	0.35075	1.0	158	7	0.17794
RALGAPA2	12	0.97506	0.99253	1.0	451	1	0.21392	0.13217	0.35208	1.0	159	7	0.21392
MLXIPL	12	0.53574	0.89052	1.0	266	2	0.18046	0.1377	0.37353	1.0	160	7	0.18046
ADNP	12	0.64537	0.92641	1.0	298	2	0.18404	0.13871	0.39194	1.0	161	6	0.18404
ATP6V1G2	12	0.73847	0.95104	1.0	337	3	0.21764	0.13924	0.39195	1.0	162	7	0.21764
GPAA1	12	0.82149	0.96894	1.0	373	2	0.091514	0.1425	0.40091	1.0	163	5	0.091514
MROH2A	12	0.94367	0.98956	1.0	433	1	0.05875	0.1439	0.405	1.0	164	5	0.05875
CAMKK2	9	0.9845	0.99307	1.0	461	0	0.12638	0.14477	0.36205	1.0	165	5	0.12638
EEF1D	12	0.55185	0.89952	1.0	274	4	0.12444	0.14503	0.4072	1.0	166	5	0.12444
FAM110D	12	0.86369	0.97695	1.0	387	2	0.15746	0.14548	0.40721	1.0	167	7	0.15746
CSNK1A1	12	0.86626	0.97696	1.0	388	2	0.092598	0.14586	0.40721	1.0	168	4	0.092598
CREG2	12	0.9259	0.98697	1.0	421	2	0.11673	0.14604	0.40721	1.0	169	6	0.11673
FAM65A	12	0.75493	0.95675	1.0	346	3	-0.013019	0.14607	0.40721	1.0	170	5	-0.013019
ZNF484	12	0.51945	0.88311	1.0	255	4	-0.059679	0.14809	0.40793	1.0	171	4	-0.059679
SP2-AS1	12	0.49904	0.87358	1.0	248	4	0.16148	0.14826	0.40793	1.0	172	7	0.16148
FOXB1	12	0.98677	0.99523	1.0	467	1	0.15975	0.15054	0.41104	1.0	173	7	0.15975
RAP1GAP	12	0.78122	0.96448	1.0	359	3	0.17693	0.15179	0.41357	1.0	174	6	0.17693
SCAMP2	12	0.7908	0.96449	1.0	365	2	0.13655	0.15351	0.41646	1.0	175	7	0.13655
MTA2	12	0.70246	0.94062	1.0	321	3	0.16199	0.1537	0.41647	1.0	176	6	0.16199
YJEFN3	12	0.96553	0.99044	1.0	444	1	0.17798	0.15625	0.41778	1.0	177	7	0.17798
BAG6	12	0.72435	0.95007	1.0	333	1	0.1661	0.15763	0.41779	1.0	178	7	0.1661
PLCG1-AS1	12	0.99914	0.99964	1.0	488	0	0.071768	0.1578	0.41779	1.0	179	4	0.071768
CITED2	12	0.45813	0.84789	1.0	233	4	0.12919	0.15846	0.4213	1.0	180	7	0.12919
TAF2	9	0.99469	0.99772	1.0	476	0	0.20286	0.15884	0.38405	1.0	181	5	0.20286
AP1G1	12	0.8341	0.97074	1.0	376	2	0.14199	0.15928	0.4213	1.0	182	6	0.14199
LSS	12	0.66273	0.93004	1.0	300	1	0.19363	0.1593	0.4213	1.0	183	7	0.19363
RAB20	12	0.90267	0.98354	1.0	409	2	0.1484	0.15999	0.4213	1.0	184	7	0.1484
CHP1	12	0.67963	0.93692	1.0	308	3	0.18248	0.16493	0.42441	1.0	185	6	0.18248
MAU2	12	0.98286	0.99437	1.0	458	1	0.065079	0.16741	0.42939	1.0	186	4	0.065079
PDGFA	12	0.90879	0.98443	1.0	411	2	0.13242	0.17011	0.43379	1.0	187	6	0.13242
CSDE1	12	0.91082	0.98443	1.0	412	2	0.10576	0.17103	0.43579	1.0	188	6	0.10576
CHD2	12	0.74598	0.95305	1.0	342	3	0.13489	0.17265	0.43879	1.0	189	5	0.13489
TMEM253	12	0.58301	0.91022	1.0	284	3	0.15518	0.17413	0.44152	1.0	190	6	0.15518
CNPY3	12	0.88062	0.97857	1.0	396	2	0.11077	0.17691	0.44223	1.0	191	5	0.11077
KIAA1683	9	0.27423	0.69002	1.0	176	4	-0.036806	0.17715	0.40608	1.0	192	2	-0.036806
HAPLN4	12	0.98183	0.99386	1.0	457	1	-0.017987	0.17733	0.44224	1.0	193	3	-0.017987
CCHCR1	12	0.77709	0.96288	1.0	357	3	0.072985	0.17744	0.44224	1.0	194	6	0.072985
USO1	12	0.042861	0.31866	1.0	105	5	0.04943	0.17867	0.44671	1.0	195	6	0.04943
VPS72	12	0.47659	0.8657	1.0	238	1	0.082448	0.1797	0.44672	1.0	196	5	0.082448
POLR3H	12	1.777e-05	0.001491	0.028881	27	11	-0.73714	0.18163	0.44906	1.0	197	1	-0.73714
PXK	12	0.42335	0.83678	1.0	223	4	0.048464	0.18428	0.44907	1.0	198	4	0.048464
DNAH17	12	0.66728	0.93212	1.0	302	3	0.15216	0.18438	0.44907	1.0	199	6	0.15216
TFE3	12	0.0056993	0.089118	0.647345	71	6	-0.26443	0.18632	0.45001	1.0	200	3	-0.26443
COA6	12	0.98491	0.99498	1.0	463	1	0.1577	0.18719	0.45183	1.0	201	6	0.1577
ARCN1	12	0.095424	0.47656	1.0	121	4	0.044045	0.1926	0.45184	1.0	202	6	0.044045
SURF1	12	0.76221	0.96019	1.0	350	2	0.17745	0.19332	0.45616	1.0	203	6	0.17745
PRR3	12	0.75383	0.95674	1.0	345	3	0.015463	0.19376	0.45781	1.0	204	4	0.015463
HOXC6	12	0.74365	0.95202	1.0	341	2	0.052574	0.19416	0.45781	1.0	205	6	0.052574
NSA2	12	0.60555	0.91629	1.0	289	3	0.045999	0.199	0.47479	1.0	206	5	0.045999
TREM1	12	0.85976	0.97695	1.0	384	2	0.15913	0.20239	0.4748	1.0	207	6	0.15913
EMP3	12	0.37983	0.8171	1.0	206	4	0.15841	0.20521	0.4748	1.0	208	6	0.15841
RTEL1	9	0.22423	0.64105	1.0	163	4	-0.15634	0.20639	0.45491	1.0	209	1	-0.15634
TCP10	12	0.50508	0.87879	1.0	249	3	0.11479	0.20756	0.47563	1.0	210	6	0.11479
ITIH1	12	0.26188	0.73956	1.0	171	5	-0.11848	0.21584	0.48242	1.0	211	4	-0.11848
LINC01483	12	0.8174	0.96779	1.0	372	1	0.067923	0.21711	0.49403	1.0	212	5	0.067923
GPR4	12	0.89621	0.98121	1.0	404	2	0.071579	0.21998	0.49622	1.0	213	5	0.071579
GNAT2	12	0.63841	0.92528	1.0	296	2	0.10327	0.22168	0.49623	1.0	214	6	0.10327
DYNLL1	12	0.40234	0.82678	1.0	213	4	0.14304	0.22403	0.4984	1.0	215	6	0.14304
DNAJC5G	12	0.66817	0.9343	1.0	304	3	0.060189	0.22589	0.4984	1.0	216	5	0.060189
USP17L2	12	0.84569	0.97438	1.0	378	2	0.08699	0.22666	0.50102	1.0	217	6	0.08699
PDE1A	12	0.85843	0.97695	1.0	383	2	0.14588	0.22722	0.50504	1.0	218	6	0.14588
LOC102723582	3	0.69791	0.76096	1.0	320	0	0.25736	0.22814	0.3338	1.0	219	2	0.25736
GRB2	12	0.51029	0.88074	1.0	252	4	-0.0033586	0.2296	0.50707	1.0	220	5	-0.0033586
TEF	12	0.18163	0.63055	1.0	156	3	0.098484	0.2309	0.51197	1.0	221	6	0.098484
HNF1A	12	0.51004	0.88074	1.0	251	2	0.13977	0.23259	0.51197	1.0	222	6	0.13977
PGM1	12	0.67371	0.93606	1.0	307	3	0.059771	0.23287	0.51197	1.0	223	5	0.059771
PFDN2	9	0.073747	0.35575	1.0	116	4	-0.18977	0.23803	0.49194	1.0	224	1	-0.18977
NRBP1	12	0.41417	0.83129	1.0	218	4	0.13455	0.24571	0.52241	1.0	225	6	0.13455
PKLR	12	0.30954	0.78196	1.0	185	3	0.043729	0.24677	0.52368	1.0	226	4	0.043729
SPDEF	12	0.24342	0.72786	1.0	169	5	0.0036929	0.24721	0.52368	1.0	227	5	0.0036929
VOPP1	12	0.12683	0.52669	1.0	136	4	0.063085	0.2483	0.52368	1.0	228	6	0.063085
TADA2A	12	0.12789	0.52944	1.0	137	4	-0.00085197	0.25199	0.52667	1.0	229	5	-0.00085197
HIST1H3F	12	0.99309	0.99755	1.0	475	0	0.14344	0.25259	0.53074	1.0	230	6	0.14344
MIR100HG	12	0.44946	0.84626	1.0	232	2	0.16508	0.25389	0.5352	1.0	231	6	0.16508
FBXL8	12	0.53016	0.89051	1.0	263	3	0.12193	0.25887	0.53951	1.0	232	6	0.12193
CNOT3	12	0.68005	0.93692	1.0	309	2	0.11904	0.26142	0.55146	1.0	233	6	0.11904
CEBPA	12	0.40283	0.82678	1.0	214	4	0.1544	0.26148	0.55146	1.0	234	6	0.1544
SOD1	12	0.063474	0.39827	1.0	113	6	-0.1091	0.2631	0.55425	1.0	235	5	-0.1091
MRPL11	12	0.51771	0.88179	1.0	254	3	0.10802	0.26332	0.55725	1.0	236	6	0.10802
COX5A	12	0.97606	0.99253	1.0	453	1	0.069986	0.26936	0.5624	1.0	237	5	0.069986
RPP14	12	0.007445	0.10423	0.703833	76	7	-0.54011	0.2709	0.56531	1.0	238	3	-0.54011
BRD2	12	0.34862	0.80072	1.0	199	4	0.062655	0.27157	0.56531	1.0	239	5	0.062655
COPS3	12	0.52861	0.88929	1.0	261	2	0.096746	0.27783	0.56782	1.0	240	5	0.096746
DMTF1	12	0.0010646	0.030073	0.31456	50	9	-0.43684	0.27932	0.56966	1.0	241	1	-0.43684
BCL9L	12	0.58282	0.91022	1.0	283	1	0.097095	0.28134	0.56967	1.0	242	6	0.097095
ZIM2	12	0.41635	0.83256	1.0	221	4	0.15189	0.28418	0.57486	1.0	243	6	0.15189
GTF2H3	12	0.1163	0.51113	1.0	131	4	-0.058063	0.28921	0.57672	1.0	244	4	-0.058063
RNASEK-C17orf49	12	0.0098137	0.11088	0.715953	81	8	-0.21104	0.28993	0.57917	1.0	245	3	-0.21104
ZNF281	12	0.43116	0.84004	1.0	227	4	-0.053645	0.29861	0.58905	1.0	246	4	-0.053645
OLR1	12	0.92957	0.98775	1.0	426	2	0.12495	0.30204	0.59437	1.0	247	6	0.12495
DNAJB14	12	0.54771	0.89776	1.0	272	3	0.13812	0.30365	0.59545	1.0	248	6	0.13812
ZNF177	12	0.86803	0.97696	1.0	389	2	0.065488	0.30882	0.60067	1.0	249	5	0.065488
