id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
VPS29	12	0.98895	0.99235	1.0	478	0	0.050368	0.15312	0.22511	0.676627	173	5	0.050368
RXRB	12	0.82181	0.93962	1.0	397	2	0.22451	0.15846	0.25073	0.745069	174	7	0.22451
TGIF1	12	0.72837	0.90575	1.0	367	2	0.18567	0.16252	0.2608	0.755327	175	7	0.18567
LIN52	12	0.21827	0.52492	1.0	171	5	-0.13222	0.16262	0.2608	0.755327	176	4	-0.13222
KAT7	12	0.64125	0.86789	1.0	331	3	0.16328	0.164	0.26081	0.755327	177	6	0.16328
TAF10	9	0.5873	0.80214	1.0	317	1	0.24013	0.16448	0.21861	0.671194	178	5	0.24013
PIK3C3	12	0.015835	0.074357	0.617279	62	6	-0.27856	0.16494	0.26397	0.755327	179	3	-0.27856
LYL1	12	0.7191	0.90177	1.0	361	2	0.17155	0.16549	0.26398	0.755327	180	7	0.17155
SQLE	12	0.4675	0.74834	1.0	264	3	0.090166	0.1666	0.26944	0.755327	181	5	0.090166
SENP3-EIF4A1	12	0.43787	0.72511	1.0	252	1	0.14543	0.16763	0.27458	0.755327	182	6	0.14543
GPR4	12	0.61462	0.85499	1.0	322	2	0.16859	0.16827	0.27458	0.755327	183	6	0.16859
CSK	12	0.44279	0.72512	1.0	255	4	0.13487	0.16893	0.27459	0.755327	184	7	0.13487
SIX6	12	0.18006	0.48091	1.0	157	4	0.071163	0.17062	0.27542	0.755327	185	5	0.071163
MEIKIN	12	0.70395	0.89808	1.0	352	2	0.09195	0.1711	0.27621	0.755327	186	5	0.09195
CDKN2A-AS1	12	0.49282	0.76825	1.0	275	4	0.11579	0.17194	0.27622	0.755327	187	5	0.11579
ZNF833P	12	0.43564	0.72511	1.0	251	3	0.20756	0.17197	0.27622	0.755327	188	7	0.20756
CBX2	12	0.55495	0.83319	1.0	304	1	0.19768	0.17241	0.27622	0.755327	189	7	0.19768
CNPY3	12	0.99928	0.99976	1.0	505	0	0.14373	0.17475	0.27808	0.755327	190	7	0.14373
OTX2	12	0.84261	0.943	1.0	405	1	0.16688	0.17534	0.28089	0.755327	191	7	0.16688
TFRC	12	0.93244	0.97382	1.0	440	1	0.19296	0.17563	0.2809	0.755327	192	7	0.19296
LOC100996351	9	0.28028	0.54651	1.0	194	3	0.17443	0.17682	0.24808	0.741392	193	5	0.17443
FNTB	12	0.63841	0.86789	1.0	330	2	0.12374	0.17882	0.28889	0.755327	194	5	0.12374
ZNF484	12	0.29865	0.62203	1.0	205	4	0.19272	0.18104	0.2889	0.755327	195	6	0.19272
MROH2A	12	0.58703	0.85141	1.0	316	3	0.07919	0.18124	0.2889	0.755327	196	5	0.07919
CCDC22	12	0.72585	0.90418	1.0	365	3	0.12824	0.18267	0.28995	0.755327	197	6	0.12824
TAF2	9	0.39415	0.64623	1.0	237	3	-0.16349	0.18425	0.27244	0.755327	198	2	-0.16349
CNN1	12	0.29139	0.61957	1.0	199	4	0.04026	0.18705	0.29387	0.755327	199	5	0.04026
MDH1	12	0.085249	0.28707	1.0	111	4	0.087748	0.19103	0.29496	0.755327	200	6	0.087748
IRF9	12	0.5485	0.83124	1.0	303	3	-0.1046	0.19121	0.29496	0.755327	201	2	-0.1046
TUT1	6	0.79988	0.8546	1.0	389	1	-0.11788	0.19213	0.309	0.765919	202	1	-0.11788
HIST1H2BH	12	0.98892	0.99235	1.0	477	0	0.051246	0.1926	0.29497	0.755327	203	3	0.051246
PHB2	6	0.15944	0.33799	1.0	147	3	-0.17762	0.19267	0.3117	0.768953	204	3	-0.17762
CHD2	12	0.49842	0.7802	1.0	279	4	-0.075008	0.1933	0.29497	0.755327	205	3	-0.075008
WFDC1	12	0.96431	0.98229	1.0	449	1	0.062507	0.19748	0.29606	0.755327	206	6	0.062507
PPIL2	12	0.0082535	0.046231	0.424189	56	8	-0.41636	0.20331	0.29606	0.755327	207	3	-0.41636
GNAT2	12	0.40008	0.69482	1.0	240	3	0.19024	0.20822	0.30374	0.759524	208	6	0.19024
UVRAG	12	0.41524	0.70455	1.0	245	2	0.091094	0.20857	0.30374	0.759524	209	5	0.091094
GAPDH	12	0.053537	0.20384	1.0	89	6	-0.18207	0.21154	0.30497	0.759524	210	4	-0.18207
ZNF146	12	0.44192	0.72512	1.0	253	3	0.1368	0.21217	0.30497	0.759524	211	6	0.1368
GAGE1	12	0.37361	0.67091	1.0	231	3	0.039282	0.21295	0.30497	0.759524	212	4	0.039282
CAMKK2	9	0.7022	0.85289	1.0	351	2	0.18837	0.21823	0.32864	0.803169	213	5	0.18837
LRPAP1	12	0.46585	0.74834	1.0	263	3	0.093907	0.22283	0.32089	0.787917	214	5	0.093907
ZNF626	12	0.80557	0.93033	1.0	392	2	0.035004	0.22528	0.33927	0.813959	215	4	0.035004
CCHCR1	12	0.075926	0.26639	1.0	105	4	0.13199	0.2258	0.33928	0.813959	216	6	0.13199
SNAPC4	12	0.29178	0.61957	1.0	200	4	0.021965	0.22656	0.33928	0.813959	217	5	0.021965
DCPS	12	0.27171	0.5932	1.0	191	5	0.14172	0.22687	0.33928	0.813959	218	6	0.14172
WWP1	12	0.35395	0.65687	1.0	223	3	-0.0057294	0.23109	0.36193	0.841177	219	5	-0.0057294
TM4SF5	12	0.088936	0.2934	1.0	112	5	-0.038827	0.23505	0.36334	0.841177	220	5	-0.038827
HHEX	12	0.2257	0.54037	1.0	173	5	0.078616	0.23537	0.36334	0.841177	221	5	0.078616
CABIN1	12	0.39895	0.69482	1.0	239	4	0.16555	0.23637	0.36335	0.841177	222	6	0.16555
ZNF860	12	0.89781	0.96448	1.0	426	1	0.10004	0.24167	0.36643	0.841177	223	6	0.10004
SPI1	12	0.52987	0.81791	1.0	294	3	-0.016656	0.24219	0.36643	0.841177	224	4	-0.016656
ITGA2	12	0.90653	0.96818	1.0	430	2	0.136	0.2462	0.36644	0.841177	225	6	0.136
BARX1	12	0.29674	0.61958	1.0	204	4	0.16939	0.24867	0.36831	0.841177	226	6	0.16939
HOXC6	12	0.83697	0.94068	1.0	403	2	0.15446	0.24978	0.36832	0.841177	227	6	0.15446
SCAMP2	12	0.70094	0.89591	1.0	349	1	0.048914	0.2503	0.36832	0.841177	228	5	0.048914
CASR	9	0.096204	0.29273	1.0	117	3	0.14785	0.25077	0.38919	0.866156	229	4	0.14785
LOC105375800	12	0.12026	0.369	1.0	134	4	0.10824	0.25123	0.36832	0.841177	230	6	0.10824
EGFR	12	0.66619	0.87898	1.0	339	2	0.007568	0.25371	0.37018	0.841755	231	3	0.007568
GCOM1	12	0.058483	0.21383	1.0	93	4	0.061992	0.2546	0.37203	0.842305	232	4	0.061992
EIF3G	9	0.78456	0.90325	1.0	382	2	0.10257	0.25551	0.39089	0.866262	233	4	0.10257
TEFM	12	0.97069	0.98337	1.0	452	1	0.16817	0.26239	0.37935	0.855	234	6	0.16817
RSRP1	12	0.25523	0.56636	1.0	186	4	-0.0033853	0.26383	0.38091	0.855	235	5	-0.0033853
APOE	12	0.71015	0.89913	1.0	355	2	0.12733	0.26866	0.38499	0.860469	236	6	0.12733
LINC01483	12	0.64964	0.87093	1.0	333	3	0.064505	0.27378	0.40727	0.878985	237	5	0.064505
SPPL3	12	0.3628	0.66366	1.0	226	4	-0.056152	0.27512	0.40839	0.878985	238	2	-0.056152
PET117	12	0.87385	0.9565	1.0	415	2	0.13161	0.27614	0.40839	0.878985	239	6	0.13161
CSNK1A1	12	0.6559	0.87347	1.0	336	2	-0.086503	0.27687	0.40839	0.878985	240	5	-0.086503
BACH1	12	0.57164	0.84608	1.0	310	3	0.038152	0.27783	0.4084	0.878985	241	5	0.038152
RDH14	12	0.90823	0.96819	1.0	432	2	0.081476	0.27792	0.4084	0.878985	242	5	0.081476
SIX5	12	0.081896	0.28439	1.0	109	3	0.10914	0.27793	0.4084	0.878985	243	6	0.10914
LOC100270746	12	0.53667	0.8232	1.0	298	2	0.12602	0.28087	0.41215	0.88343	244	5	0.12602
ZC3H18	12	0.63243	0.86596	1.0	328	3	0.10344	0.2821	0.41627	0.888601	245	4	0.10344
EWSR1	12	0.30257	0.62203	1.0	207	3	0.21115	0.28645	0.42627	0.893119	246	6	0.21115
ZNF233	12	0.056136	0.21215	1.0	92	4	0.098152	0.28654	0.42627	0.893119	247	6	0.098152
