Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
11,33,0.3017,159.3,2.691e+04,0.005869,1.00000,"AADACL3 AGO1 AGO3 AGO4 AKR7A3 ARMH1 AZIN2 BEST4 BSND C1QA C1QB C1orf123 CLCNKB CYP4X1 FAAH GJA4 GJB3 GJB4 GJB5 HTR6 LURAP1 MTFR1L NBL1 PCSK9 PLA2G5 PQLC2 TMEM53 TSSK3 WDTC1 ZBTB8A ZBTB8B ZFP69 ZNF684"
12,26,0.6754,219.5,1.755e+04,0.01232,1.00000,"ACTR2 ACTR3 ARPC2 ARPC3 ARPC4 CCDC93 COMMD10 COMMD2 COMMD3 COMMD4 COMMD5 COMMD6 COMMD7 COMMD8 COMMD9 LZIC RAB21 RAB7A SNX17 VPS26C VPS29 VPS35 VPS35L WASHC3 WASHC4 WASHC5"
13,62,0.2181,412.4,4.830e+04,0.008445,1.00000,"AAED1 ACTL7A AK8 AKAP2 ALDH1A1 ASB6 C9orf16 C9orf3 C9orf43 C9orf47 C9orf84 CERCAM CHRNB4 CIZ1 ECPAS FAM120A FAM129B FAM206A FBP1 FBP2 FRRS1L GBGT1 GNA14 GSN KIF12 LCN6 LCN8 MUSK NIPSNAP3A NIPSNAP3B NTMT1 NUTM2F NUTM2G OR13C3 OR1J1 OR1J2 OR1J4 OR1L1 OR1L8 OR1N1 OR1N2 OR1Q1 PALM2 PTBP3 PTGES2 RABEPK RALGAPA1 TMEFF1 TOR1B TRPM3 TRPM6 TXNDC8 UCK1 USP20 WDR38 ZBTB6 ZFP37 ZNF169 ZNF483 ZNF484 ZNF510 ZNF782"
14,23,0.4391,111.1,1.500e+04,0.007329,1.00000,"AAGAB AGFG1 ANKH AP2A1 AP2A2 AP2B1 AP2M1 AP2S1 C10orf88 CCDC32 CLTC DNM2 FCHO2 ITSN2 PICALM PPP6C RAB5C RALGAPB SH3GL1 SLC11A2 STEAP3 TFRC WDR7"
15,20,0.3028,57.54,1.403e+04,0.004072,1.00000,"ATXN10 EIF3D MCM5 NOL12 PES1 RANGAP1 RBX1 RPL3 RPS19BP1 RRP7A SAMM50 SERHL2 SF3A1 SNU13 TFIP11 THOC5 TOMM22 TUBGCP6 XRCC6 ZMAT5"
16,98,0.2887,1372,7.557e+04,0.01779,1.00000,"ABCC6 ACSM1 ACSM2A ACSM2B ACSM3 ACSM5 AHSP ANKS4B ARL6IP1 ATP2A1 BCKDK BFAR C16orf45 C16orf92 CA5A CCDC189 CHP2 CLDN6 CLN3 CLUAP1 CORO7 COX6A2 DCTPP1 DNAH3 DOC2A ENPP7 FAM57B GDPD3 GPRC5B GRIN2A HIRIP3 HS3ST2 HS3ST4 HSD3B7 IGSF6 IL21R IQCK ITGAD ITGAL ITGAM ITGAX KIAA2013 LAT MARF1 METTL22 METTL9 MPV17L MYH11 MYLPF NFATC2IP NOMO1 NOMO2 NPIPA5 NPIPB6 OR1F1 ORAI3 OTOA PDZD9 PHKG2 PKD1 PLA2G10 PRR14 PRSS21 PYCARD PYDC1 QPRT SBK1 SCNN1B SCNN1G SEPT1 SEPT12 SH2B1 SLC5A2 SMG1 SPN STX1B SULT1A1 SULT1A2 SYT17 TAOK2 TBX6 TMC7 USP31 VKORC1 XYLT1 YPEL1 YPEL3 ZG16 ZKSCAN2 ZNF213 ZNF500 ZNF688 ZNF689 ZNF747 ZNF764 ZNF771 ZNF785 ZNF843"
17,39,0.3011,223.1,3.139e+04,0.007041,1.00000,"AANAT ABCA8 ACSF2 C17orf47 CD300C CD300LF CDK3 CSH2 CSHL1 EFCAB3 EPX GH2 GPR142 HOXB5 HOXB9 KCTD2 LIMD2 LPO MCRIP1 METTL2B MIF4GD MKS1 MPO MRC2 MYCBPAP NME1 NME2 NT5C OR4D1 OR4D2 OTOP2 PLEKHM1 PRR29 RHBDF2 RSAD1 SCPEP1 SEPT4 SSTR2 TBKBP1"
18,16,0.3060,36.72,1.030e+04,0.003541,0.999999,"AAR2 ARMC5 CD2BP2 CMTR1 DDX23 EAF1 GEMIN4 GEMIN6 ICE2 INTS14 NCDN PHAX SNRPB2 TGS1 TOE1 USPL1"
19,38,0.2786,195.9,3.103e+04,0.006257,1.00000,"AARD C8orf76 CA1 CA2 CA3 COL14A1 COLEC10 CYP7A1 DCDC2 ENPP2 FAM84B FBXO32 GNPNAT1 GSDMC HSD17B4 KLHL38 MTBP MTSS1 NETO2 NOV PKIA PLEC PLXNC1 PMP2 PPDPFL RIPK2 RNF139 RRM2B SLC22A4 SLC30A8 SPG7 TNFRSF11B TRMT12 WDYHV1 WISP1 XKR9 ZFHX4 ZHX2"
20,32,0.2997,148.7,2.256e+04,0.006526,1.00000,"AARS ATP6V0D1 CDT1 CENPT CFDP1 CIAO2B CIAPIN1 COG4 COG8 DDX28 DONSON EXOSC6 GINS1 GINS2 GINS3 HSPE1 KARS MPHOSPH6 NIP7 NOB1 NUP93 NUTF2 ORC6 PSMD7 RPL13 SF3B3 SLC7A6OS TANGO6 TXNL4B UTP4 VPS4B ZC3H18"
21,8,0.3050,8.539,6098,0.001395,0.999679,"AARSD1 CALCA GLTPD2 IGSF22 KRTAP10-11 OLFML1 PDZD3 ZNF345"
22,9,0.3128,11.26,7068,0.001587,0.999853,"AASDH CDK20 CNR1 COBL DUSP19 MMD2 NKX2-1 OR13C4 TSPAN33"
23,21,0.3067,64.40,1.336e+04,0.004784,1.00000,"ACACA ACLY ALDOA BSG CHP1 FASN GAPDH GPAT4 GPI HK2 PFKP PGAM1 PGD PGP PKM RPE SLC25A1 SLC2A1 TPI1 VDAC1 VKORC1L1"
24,42,0.3008,259.0,2.885e+04,0.008872,1.00000,"CDC6 DHX8 PSMB3 PSMD11 PSMD3 RPL10A RPL11 RPL12 RPL13 RPL13A RPL14 RPL15 RPL17 RPL18 RPL18A RPL19 RPL23 RPL23A RPL27 RPL27A RPL3 RPL31 RPL32 RPL35 RPL37 RPL4 RPL6 RPL7 RPL7A RPL9 RPLP0 RPLP2 RPS11 RPS13 RPS15A RPS17 RPS20 RPS29 RPS3A RPS6 RPS8 ZNF830"
25,18,0.3017,46.16,1.420e+04,0.003232,1.00000,"AATK ANAPC11 BAIAP2 CENPX CSNK1D CYTH1 DCXR EIF4A3 LGALS3BP LRRC45 MAFG PYCR1 RAC3 RFNG SLC25A10 SLC38A10 SLF1 TEPSIN"
26,46,0.2701,279.5,3.625e+04,0.007632,1.00000,"ABCA1 ACTL7A AK1 AK8 AKAP2 ALDH1A1 ASB6 C9orf16 C9orf3 C9orf43 C9orf50 C9orf84 CERCAM CIZ1 DBH ECPAS ENTPD2 FAM129B FAM206A FBP1 FBP2 FCN1 GBGT1 KIF12 LCN6 LCN8 NTMT1 OR1J1 OR1J2 OR1J4 OR1L1 OR1L8 OR1N2 OR1Q1 PALM2 PIP5KL1 PTBP3 RALGPS1 SARDH TOR1B TXNDC8 USP20 WDR38 ZBTB6 ZNF510 ZNF782"
27,39,0.3448,255.5,2.694e+04,0.009367,1.00000,"C2CD3 CASP2 CCDC77 CCP110 CCSAP CENPJ CEP120 CEP135 CEP152 CEP192 CEP295 CEP350 CEP41 CEP44 CEP63 CEP83 CEP97 CNTROB CRADD FOPNL KIAA0753 MIIP PCM1 PCNT PIDD1 PLK4 POC1A PPP1R35 RTTN SASS6 SPICE1 STIL TBC1D31 TEDC1 TEDC2 TRIM37 TUBD1 TUBE1 WRAP73"
28,13,0.3008,23.46,1.012e+04,0.002308,0.999993,"ABCA12 CSRP2 ITPR2 JAG1 JAG2 KLHL42 LRP10 NRARP OCLN PREP SUSD6 TMEM127 WWP2"
29,47,0.2174,235.0,3.536e+04,0.006584,1.00000,"ADAMTS15 ADAMTS8 ANKK1 APOA1 BACE1 C11orf53 CARD18 CASP1 CASP4 CCDC153 CLDN25 CRYAB DSCAML1 FAM118B FLI1 FXYD6 GLB1L3 HSPB2 HTR3A HTR3B KCNJ1 KDELC2 NTM NXPE1 NXPE2 NXPE4 OR10G8 OR10G9 OR10S1 OR4D5 OR6M1 OR6X1 OR8B12 OR8B2 OR8B3 OR8B4 OR8B8 OR8D1 OR8D4 PANX3 PDZD3 POU2F3 RNF214 TENM4 THYN1 TIMM8B TMEM136"
30,49,0.2372,278.9,3.926e+04,0.007036,1.00000,"ABCA2 AK8 ARRDC1 C9orf16 CCDC183 CERCAM CIZ1 CLIC3 DBH DPH7 DPP7 ENTPD2 ENTR1 FAM69B FAM78A FBXW5 FCN1 GBGT1 GLT6D1 GPR35 KIF12 LCN10 LCN15 LCN6 LCN8 LCNL1 LHX3 MYMK NPDC1 NTMT1 NTNG2 OR1J4 OR1L8 OR1N2 PHPT1 PIP5KL1 PTGES2 RNF224 SARDH STKLD1 STPG3 TMEM141 TOR1A TOR1B TUBB4B UAP1L1 USP20 WDR38 ZBTB6"
31,25,0.3019,90.57,1.712e+04,0.005247,1.00000,"ALG14 ATP5PB BCAS2 CDC7 CSDE1 DDX20 DNTTIP2 DPH5 GLMN HEATR3 IER3IP1 PRPF38B PSMA5 RABGGTB RNPC3 RPAP2 RPF1 RPF2 RPL5 SARS SASS6 WARS2 WDR3 XPO7 ZNHIT6"
32,15,0.4126,43.33,1.017e+04,0.004230,0.999999,"BIRC6 DNAJA1 DNAJC7 EIF2AK1 EIF2B4 HECTD1 KCMF1 PLAA PPP1R15B UBA6 UBR4 USP15 USP19 VCPIP1 ZRANB1"
33,51,0.2585,329.6,3.715e+04,0.008772,1.00000,"ACCS ACCSL ALX4 ANO3 ANO5 ARFGAP2 BDNF C11orf49 C1QTNF4 CALCB CAT CD82 CHRM4 COMMD9 CRY2 DGKZ EHF ELF5 F2 FBXO3 HARBI1 KCNC1 LARGE2 LIN7C MAPK8IP1 MRGPRX1 MRGPRX2 MRGPRX3 MYBPC3 OR4A47 OR4A5 OR4B1 OR4C12 OR4C13 OR4C3 OR4C46 OR4S1 OR4X1 PAMR1 PDHX PTPRJ QSER1 RAPSN SAA1 SAA2 SLC1A2 SLC39A13 SYT13 TCP11L1 TP53I11 TRIM49B"
34,85,0.3012,1075,6.593e+04,0.01600,1.00000,"ADAMTS1 BTG3 C21orf91 CBR1 CBR3 CHODL CLDN14 CLDN17 CLDN8 COL6A1 COL6A2 CRYZL1 DNAJC28 ERG FAM243A HUNK IFNAR2 IFNGR2 IL10RB ITGB2 ITSN1 KCNE2 KCNJ6 KRTAP10-11 KRTAP10-3 KRTAP10-6 KRTAP10-8 KRTAP10-9 KRTAP11-1 KRTAP12-1 KRTAP12-2 KRTAP12-3 KRTAP12-4 KRTAP13-1 KRTAP13-2 KRTAP13-3 KRTAP13-4 KRTAP15-1 KRTAP19-1 KRTAP19-2 KRTAP19-3 KRTAP19-4 KRTAP19-5 KRTAP19-6 KRTAP19-7 KRTAP19-8 KRTAP20-1 KRTAP20-2 KRTAP21-1 KRTAP21-2 KRTAP22-1 KRTAP23-1 KRTAP24-1 KRTAP27-1 KRTAP6-1 KRTAP6-2 KRTAP8-1 LIPI LTN1 MAP3K7CL MORC3 MRAP MX2 NDUFV3 OLIG1 OLIG2 OR4K15 PCBP3 PDE9A PDXK POFUT2 RIPPLY3 RUNX1 SIM2 SLC19A1 SON TCP10L TFF1 TIAM1 TMEM50B TMPRSS2 TMPRSS3 TRAPPC10 TRPM2 UBASH3A"
35,10,0.3096,13.93,8103,0.001712,0.999933,"ABCA9 ADD2 ATP11A C19orf81 CRLF3 DLEC1 DOPEY2 HLA-DQB2 MYBPHL TMC3"
36,31,0.2567,119.4,2.445e+04,0.004846,1.00000,"ARMC2 C6orf203 CCR6 COL19A1 ENPP1 ENPP3 FABP7 FAM135A FAM229B FUCA2 GABRR1 IL22RA2 KHDC1 LGSN LPA MTFR2 NKAIN2 OLIG3 PHACTR2 RAET1G RAET1L TAAR1 TAAR2 TAAR6 TAAR8 TCF21 ULBP1 ULBP2 ULBP3 VNN2 WISP3"
37,82,0.2079,690.6,6.478e+04,0.01052,1.00000,"ABCB10 ADAL APBA2 AQP9 ARHGAP11A ARHGAP11B BCL2L10 BMF BNIP2 C15orf53 CAPN3 CASC4 CDC42EP5 CELF6 CHRFAM7A CHRM5 CHRNA7 CORO2B CSNK1G1 DEXI DLL4 DMXL2 DUOXA1 DUOXA2 EPB42 FBN1 FBXL22 GABRA5 GANC GLDN GNB5 GOLGA6B GOLGA6D GOLGA8H GOLGA8M GOLGA8R GREM1 HCN2 IGDCC3 LPCAT4 MAP1A MEGF11 MTMR10 MYO5A MYO5C NIPA1 NIPA2 OCA2 PIGH PLA2G4D PLA2G4E PLA2G4F PLCB2 PLEKHO2 PPIB PPP1R14D RAB8B RASGRP1 RPUSD2 SCAMP2 SCAMP5 SCG5 SERINC4 SLC24A1 SNURF SNX22 SPINT1 SQOR STRC SYT2 TERB2 TGM5 TGM7 TMCO5A TMEM62 TMOD2 TPM1 TRIM69 TYRO3 UBE2Q2L WDR76 WHAMM"
38,17,0.3106,42.25,1.403e+04,0.002996,1.00000,"ABCB11 BBS5 CASP10 CHRND COL4A3 COL4A4 CPO CRYGA CRYGB CRYGC CRYGD CXCR2 ILKAP PRLH SLC11A1 SNORC TFPI"
39,106,0.2362,1315,8.155e+04,0.01582,1.00000,"ABCB1 ABCB4 ABHD11 AGFG2 ALKBH4 ANKIB1 ARMC10 ARPC1A ARPC1B ASL C7orf43 C7orf61 CASTOR3 CD36 CDK3 CLDN15 CLDN3 CLDN4 CLIP2 CNPY4 CPA1 CYP3A4 CYP3A43 CYP3A5 CYP3A7 CYP51A1 DLX6 DNAJB9 FAM71F2 FBXO24 FGL2 GALNT17 GJC3 GNAI1 GNAT3 GNG11 GRM3 GRM8 GUSB HYAL4 IFRD1 IFT22 IMMP2L KCND2 KCTD7 KPNA7 LAMB1 MBLAC1 MOGAT3 MUC12 NAPEPLD NYAP1 PCOLCE PILRA PILRB PMS2 PON1 PON2 PON3 PVRIG RASA4 RASA4B RNF148 SAMD9 SEMA3A SEMA3C SEMA3D SEMA3E SEPT14 SERPINE1 SLC12A9 SLC26A3 SLC26A4 SLC26A5 SLC29A4 SPAM1 SPDYE1 SRI STEAP2 TBL2 TECPR1 THAP5 TMEM248 TMEM270 TPST1 TRIM50 TRIM73 TYW1 VKORC1L1 VPS50 WNT16 WNT2 ZKSCAN1 ZNF138 ZNF273 ZNF394 ZNF479 ZNF679 ZNF727 ZNF736 ZNF789 ZNF804B ZNF92 ZP3 ZSCAN21 ZSCAN25"
40,85,0.2395,855.0,6.719e+04,0.01253,1.00000,"ABCA13 ABCB5 ADCYAP1R1 AEBP1 AGR2 AGR3 AIMP2 AMZ1 ANKRD61 BZW2 CALM1 CDCA7L CYP2W1 DAGLB DBNL DPY19L1 EGR3 FKBP9 GCK GHRHR GPCPD1 GPNMB GRID2IP GSDME HOXA1 HOXA11 HOXA5 HOXA6 HOXA7 HOXA9 IGFBP3 INHBA INMT ITGB8 KIAA0895 LANCL2 MINDY4 MTURN MYL7 MYO1G NIPSNAP2 NME8 NPC1L1 NPSR1 NPY NREP NUPR2 PDE1C PGAM2 PHKG1 PKD1L1 POLM POM121L12 POU6F2 PRR15 PSPH RADIL RBAK RNASET2 RNF133 RP9 RSPH10B RSPH10B2 SCIN SEPT14 SLC29A4 SPATA48 SUGCT SUMF2 TMED4 UBE2D4 UPP1 URGCP VOPP1 VSTM2A VWC2 WIPF3 ZDHHC4 ZNF12 ZNF479 ZNF679 ZNF713 ZNF716 ZNF736 ZNRF2"
41,80,0.2495,788.5,6.322e+04,0.01229,1.00000,"ADAM30 AKR7A3 AMIGO1 AMY2A AMY2B C1orf123 C1orf162 CASQ2 CD101 CHIA CLCA1 CLCA2 CLCA4 CYB561D1 DENND2C DIRAS3 EXTL2 FAM19A3 FAM69A FNDC7 GBP1 GBP3 GBP4 GBP5 GBP6 GNAI3 GNAT2 GPR61 GSTM1 GSTM2 GSTM3 GSTM4 GSTM5 HAO2 HENMT1 HIPK1 HMGCS2 HSD3B1 HSD3B2 IFI44 IFI44L INKA2 KCNA10 KCNA2 KCNA3 KCND3 LRIG2 LRRC8B MCOLN3 MOV10 MYBPHL NGF NRBF2 OVGP1 PALMD PHTF1 PLA2G12A PNRC2 PPM1J PROK1 PSRC1 PTPN22 RAP1A REG4 RHOC RSBN1 SLC22A15 SLC25A24 SLC6A17 SPAG17 SYCP1 SYPL2 TMEM167B TMEM56 TRIM45 TSHB UBL4B VANGL1 VTCN1 ZNF697"
42,78,0.2726,818.6,5.581e+04,0.01441,1.00000,"BTN2A1 BTN2A2 CDKAL1 GPX6 H2AFX HIST1H1A HIST1H1B HIST1H1C HIST1H1D HIST1H1E HIST1H1T HIST1H2AA HIST1H2AC HIST1H2AD HIST1H2AE HIST1H2AG HIST1H2AI HIST1H2AJ HIST1H2AK HIST1H2AL HIST1H2BA HIST1H2BB HIST1H2BC HIST1H2BD HIST1H2BE HIST1H2BF HIST1H2BG HIST1H2BH HIST1H2BI HIST1H2BJ HIST1H2BK HIST1H2BL HIST1H2BM HIST1H2BN HIST1H2BO HIST1H3A HIST1H3B HIST1H3C HIST1H3D HIST1H3F HIST1H3G HIST1H3H HIST1H3I HIST1H3J HIST1H4A HIST1H4C HIST1H4E HIST1H4H HIST1H4I HIST1H4L HIST2H2AC HIST2H2BE HIST2H2BF HLA-A HLA-DMB HLA-F HLA-G OR14J1 OR2B2 OR2B3 OR2B6 OR2J2 OR2J3 OR2W1 SLC17A1 SLC17A2 SLC17A4 TMEM14B TRIM10 TRIM26 TUBB2A ZKSCAN4 ZKSCAN8 ZNF165 ZNF184 ZNF322 ZSCAN16 ZSCAN31"
43,88,0.2722,1042,7.017e+04,0.01460,1.00000,"ABCC11 ABCC12 ADGRG3 ADGRG5 AGRP BBS2 C16orf78 C16orf86 CA7 CALB2 CBLN1 CCDC102A CCDC113 CDH16 CDH5 CES1 CES2 CES3 CES4A CES5A CETP CHST5 CHST6 CKLF CLEC18A CLEC18B CLEC18C CMTM1 CMTM2 CMTM3 CMTM4 CPNE2 CTRB1 CTRB2 DPEP2 DRC7 DUS2 FUK GLG1 HP HSD11B2 HSDL1 HSF4 IRX3 IRX5 IRX6 LCAT LDHD LONP2 LRRC29 MLKL MMP15 MMP2 MT1A MT1B MT1E MT1F MT1G MT1H MT1M MT1X MT2A MT4 MTSS1L NLRC5 NRN1L PARD6A PDP2 PDPR PDXDC1 PHKB PLA2G15 PLLP PSMB10 SHCBP1 SLC12A4 SMPD3 TEPP TMED6 TMEM170A TPPP3 TRADD TSNAXIP1 WWP2 ZDHHC1 ZNF19 ZNF23 ZNF423"
44,119,0.2154,1512,8.839e+04,0.01678,1.00000,"ADAMTSL4 ANKRD35 APOA2 AQP10 ATP1A2 ATP1A4 CD1B CD1C CD1E CD5L CD84 CHIT1 CIART CLK2 CRCT1 CTSK CTSS DEDD DNM3 ECM1 EFNA1 EFNA3 EFNA4 ETV3L FAM129A FAM189B FCGR2A FCGR2B FCGR3A FCRL1 FCRL2 FCRL3 FCRL4 FCRL5 FLG2 FMO2 FMO3 FMO4 GABPB2 GBA GOLPH3L GPR52 HAPLN2 HIST2H2AB HIST2H2BE HJV HRNR HSPA6 IFI16 ITLN1 ITLN2 KCNJ10 LCE1A LCE1B LCE1E LCE2A LCE3A LCE3D LCE3E LCE4A LCE5A LCE6A LIX1L LYSMD1 METTL13 MINDY1 MNDA NECTIN4 NUDT17 OR10J1 OR10J3 OR10J5 OR10R2 OR10T2 OR6K2 OR6K6 OR6N1 OR6N2 OR6P1 OR6Y1 PAQR6 PDZK1 PGLYRP3 PGLYRP4 PIAS3 PRR9 PRUNE1 S100A12 S100A13 S100A2 S100A3 S100A4 S100A5 S100A6 S100A7 S100A7A S100A8 S100A9 SELENBP1 SHE SLAMF1 SLAMF7 SPRR1A SPRR2F SPRR2G SPRR4 SV2A THBS3 THEM5 TMCO1 TNFAIP8L2 TNN TRIM46 TSACC TTC24 VANGL2 XCL1 YY1AP1 ZNF687"
45,9,0.3057,11.00,7094,0.001545,0.999853,"C1orf226 C2orf69 CIRBP FBXO31 MUM1 RNASET2 SELENOK SLC34A3 TBC1D24"
